"","home.team","home.ctry","away.team","away.ctry","match","tournament","round",""
"51","Ajax","Ned","Arsenal","Eng","2-1","CHAMPIONS CUP","Quarter Finals","1972"
"52","Ajax","Ned","Arsenal","Eng","1-0","CHAMPIONS CUP","Quarter Finals","1972"
"53","Feyenoord","Ned","Benfica","Por","1-0","CHAMPIONS CUP","Quarter Finals","1972"
"54","Feyenoord","Ned","Benfica","Por","1-5","CHAMPIONS CUP","Quarter Finals","1972"
"55","Újpest Dózsa","Hun","Celtic","Sco","1-2","CHAMPIONS CUP","Quarter Finals","1972"
"56","Újpest Dózsa","Hun","Celtic","Sco","1-1","CHAMPIONS CUP","Quarter Finals","1972"
"57","Internazionale","Ita","Standard Liège","Bel","1-0","CHAMPIONS CUP","Quarter Finals","1972"
"58","Internazionale","Ita","Standard Liège","Bel","1-2","CHAMPIONS CUP","Quarter Finals","1972"
"59","Ajax","Ned","Benfica","Por","1-0","CHAMPIONS CUP","Semi Finals","1972"
"60","Ajax","Ned","Benfica","Por","0-0","CHAMPIONS CUP","Semi Finals","1972"
"61","Internazionale","Ita","Celtic","Sco","0-0","CHAMPIONS CUP","Semi Finals","1972"
"62","Internazionale","Ita","Celtic","Sco","0-0","CHAMPIONS CUP","Semi Finals","1972"
"63","Ajax","Ned","Internazionale","Ita","2-0","CHAMPIONS CUP","Final","1972"
"64","B1909 Odense","Den","Austria Wien","Aut","4-2","CUP WINNERS CUP","Qualifying Round","1972"
"65","B1909 Odense","Den","Austria Wien","Aut","0-2","CUP WINNERS CUP","Qualifying Round","1972"
"66","Hibernians FC","Mlt","Fram Reykjavik","Isl","3-0","CUP WINNERS CUP","Qualifying Round","1972"
"67","Hibernians FC","Mlt","Fram Reykjavik","Isl","0-2","CUP WINNERS CUP","Qualifying Round","1972"
"68","Servette FC Genève","Sui","Liverpool","Eng","2-1","CUP WINNERS CUP","Round 1","1972"
"69","Servette FC Genève","Sui","Liverpool","Eng","0-2","CUP WINNERS CUP","Round 1","1972"
"70","Distillery Belfast","Nir","FC Barcelona","Esp","1-3","CUP WINNERS CUP","Round 1","1972"
"71","Distillery Belfast","Nir","FC Barcelona","Esp","0-4","CUP WINNERS CUP","Round 1","1972"
"72","BFC Dynamo Berlin","GDR","Cardiff City","Wal","1-1","CUP WINNERS CUP","Round 1","1972"
"73","BFC Dynamo Berlin","GDR","Cardiff City","Wal","1-1","CUP WINNERS CUP","Round 1","1972"
"74","Jeunesse Hautcharage","Lux","Chelsea","Eng","0-8","CUP WINNERS CUP","Round 1","1972"
"75","Jeunesse Hautcharage","Lux","Chelsea","Eng","0-13","CUP WINNERS CUP","Round 1","1972"
"76","Limerick","Irl","Torino","Ita","0-1","CUP WINNERS CUP","Round 1","1972"
"77","Limerick","Irl","Torino","Ita","0-4","CUP WINNERS CUP","Round 1","1972"
"78","Dinamo Tirana","Alb","Austria Wien","Aut","1-1","CUP WINNERS CUP","Round 1","1972"
"79","Dinamo Tirana","Alb","Austria Wien","Aut","0-1","CUP WINNERS CUP","Round 1","1972"
"80","Stade Rennais","Fra","Glasgow Rangers","Sco","1-1","CUP WINNERS CUP","Round 1","1972"
"81","Stade Rennais","Fra","Glasgow Rangers","Sco","0-1","CUP WINNERS CUP","Round 1","1972"
"82","Hibernians FC","Mlt","Steaua Bucuresti","Rom","0-0","CUP WINNERS CUP","Round 1","1972"
"83","Hibernians FC","Mlt","Steaua Bucuresti","Rom","0-1","CUP WINNERS CUP","Round 1","1972"
"84","Sporting CP Lisbon","Por","Lyn Oslo","Nor","4-0","CUP WINNERS CUP","Round 1","1972"
"85","Sporting CP Lisbon","Por","Lyn Oslo","Nor","3-0","CUP WINNERS CUP","Round 1","1972"
"86","TJ Skoda Plzen","TCH","Bayern München","Ger","0-1","CUP WINNERS CUP","Round 1","1972"
"87","TJ Skoda Plzen","TCH","Bayern München","Ger","1-6","CUP WINNERS CUP","Round 1","1972"
"88","Komloi Banyasz","Hun","Red Star Belgrade","YUG","2-7","CUP WINNERS CUP","Round 1","1972"
"89","Komloi Banyasz","Hun","Red Star Belgrade","YUG","2-1","CUP WINNERS CUP","Round 1","1972"
"90","Olympiakos Piraeus","Gre","Dinamo Moscow","URS","0-2","CUP WINNERS CUP","Round 1","1972"
"91","Olympiakos Piraeus","Gre","Dinamo Moscow","URS","2-1","CUP WINNERS CUP","Round 1","1972"
"92","Levski-Spartak Sofia","Bul","Sparta Rotterdam","Ned","1-1","CUP WINNERS CUP","Round 1","1972"
"93","Levski-Spartak Sofia","Bul","Sparta Rotterdam","Ned","0-2","CUP WINNERS CUP","Round 1","1972"
"94","Zaglebie Sosnowiec","Pol","Åtvidabergs FF","Swe","3-4","CUP WINNERS CUP","Round 1","1972"
"95","Zaglebie Sosnowiec","Pol","Åtvidabergs FF","Swe","1-1","CUP WINNERS CUP","Round 1","1972"
"96","MP Mikkeli","Fin","Eskisehirspor","Tur","0-0","CUP WINNERS CUP","Round 1","1972"
"97","MP Mikkeli","Fin","Eskisehirspor","Tur","0-4","CUP WINNERS CUP","Round 1","1972"
"98","Beerschot VAV","Bel","Anorthosis Famagusta","Cyp","7-0","CUP WINNERS CUP","Round 1","1972"
"99","Beerschot VAV","Bel","Anorthosis Famagusta","Cyp","1-0","CUP WINNERS CUP","Round 1","1972"
"100","Liverpool","Eng","Bayern München","Ger","0-0","CUP WINNERS CUP","Round 2","1972"
"101","Liverpool","Eng","Bayern München","Ger","1-3","CUP WINNERS CUP","Round 2","1972"
"102","Åtvidabergs FF","Swe","Chelsea","Eng","0-0","CUP WINNERS CUP","Round 2","1972"
"103","Åtvidabergs FF","Swe","Chelsea","Eng","1-1","CUP WINNERS CUP","Round 2","1972"
"104","Torino","Ita","Austria Wien","Aut","1-0","CUP WINNERS CUP","Round 2","1972"
"105","Torino","Ita","Austria Wien","Aut","0-0","CUP WINNERS CUP","Round 2","1972"
"106","Glasgow Rangers","Sco","Sporting CP Lisbon","Por","3-2","CUP WINNERS CUP","Round 2","1972"
"107","Glasgow Rangers","Sco","Sporting CP Lisbon","Por","3-4","CUP WINNERS CUP","Round 2","1972"
"108","Beerschot VAV","Bel","BFC Dynamo Berlin","GDR","1-3","CUP WINNERS CUP","Round 2","1972"
"109","Beerschot VAV","Bel","BFC Dynamo Berlin","GDR","1-3","CUP WINNERS CUP","Round 2","1972"
"110","Sparta Rotterdam","Ned","Red Star Belgrade","YUG","1-1","CUP WINNERS CUP","Round 2","1972"
"111","Sparta Rotterdam","Ned","Red Star Belgrade","YUG","1-2","CUP WINNERS CUP","Round 2","1972"
"112","FC Barcelona","Esp","Steaua Bucuresti","Rom","0-1","CUP WINNERS CUP","Round 2","1972"
"113","FC Barcelona","Esp","Steaua Bucuresti","Rom","1-2","CUP WINNERS CUP","Round 2","1972"
"114","Eskisehirspor","Tur","Dinamo Moscow","URS","0-1","CUP WINNERS CUP","Round 2","1972"
"115","Eskisehirspor","Tur","Dinamo Moscow","URS","0-1","CUP WINNERS CUP","Round 2","1972"
"116","Torino","Ita","Glasgow Rangers","Sco","1-1","CUP WINNERS CUP","Quarter Finals","1972"
"117","Torino","Ita","Glasgow Rangers","Sco","0-1","CUP WINNERS CUP","Quarter Finals","1972"
"118","Steaua Bucuresti","Rom","Bayern München","Ger","1-1","CUP WINNERS CUP","Quarter Finals","1972"
"119","Steaua Bucuresti","Rom","Bayern München","Ger","0-0","CUP WINNERS CUP","Quarter Finals","1972"
"120","Åtvidabergs FF","Swe","BFC Dynamo Berlin","GDR","0-2","CUP WINNERS CUP","Quarter Finals","1972"
"121","Åtvidabergs FF","Swe","BFC Dynamo Berlin","GDR","2-2","CUP WINNERS CUP","Quarter Finals","1972"
"122","Red Star Belgrade","YUG","Dinamo Moscow","URS","1-2","CUP WINNERS CUP","Quarter Finals","1972"
"123","Red Star Belgrade","YUG","Dinamo Moscow","URS","1-1","CUP WINNERS CUP","Quarter Finals","1972"
"124","Bayern München","Ger","Glasgow Rangers","Sco","1-1","CUP WINNERS CUP","Semi Finals","1972"
"125","Bayern München","Ger","Glasgow Rangers","Sco","0-2","CUP WINNERS CUP","Semi Finals","1972"
"126","BFC Dynamo Berlin","GDR","Dinamo Moscow","URS","1-1","CUP WINNERS CUP","Semi Finals","1972"
"127","BFC Dynamo Berlin","GDR","Dinamo Moscow","URS","1-1","CUP WINNERS CUP","Semi Finals","1972"
"128","Glasgow Rangers","Sco","Dinamo Moscow","URS","3-2","CUP WINNERS CUP","Final","1972"
"129","Hertha BSC","Ger","IF Elfsborg","Swe","3-1","UEFA CUP","Round 1","1972"
"130","Hertha BSC","Ger","IF Elfsborg","Swe","4-1","UEFA CUP","Round 1","1972"
"131","Dundee FC","Sco","AB København","Den","4-2","UEFA CUP","Round 1","1972"
"132","Dundee FC","Sco","AB København","Den","1-0","UEFA CUP","Round 1","1972"
"133","Rosenborg BK","Nor","HIFK Helsinki","Fin","3-0","UEFA CUP","Round 1","1972"
"134","Rosenborg BK","Nor","HIFK Helsinki","Fin","1-0","UEFA CUP","Round 1","1972"
"135","Vasas Budapest","Hun","Shelbourne","Irl","1-0","UEFA CUP","Round 1","1972"
"136","Vasas Budapest","Hun","Shelbourne","Irl","1-1","UEFA CUP","Round 1","1972"
"137","Glentoran","Nir","Eintracht Braunschweig","Ger","0-1","UEFA CUP","Round 1","1972"
"138","Glentoran","Nir","Eintracht Braunschweig","Ger","1-6","UEFA CUP","Round 1","1972"
"139","Keflavik","Isl","Tottenham Hotspur","Eng","1-6","UEFA CUP","Round 1","1972"
"140","Keflavik","Isl","Tottenham Hotspur","Eng","0-9","UEFA CUP","Round 1","1972"
"141","Celta de Vigo","Esp","Aberdeen","Sco","0-2","UEFA CUP","Round 1","1972"
"142","Celta de Vigo","Esp","Aberdeen","Sco","0-1","UEFA CUP","Round 1","1972"
"143","FC Den Haag","Ned","Aris Bonnevoie","Lux","5-0","UEFA CUP","Round 1","1972"
"144","FC Den Haag","Ned","Aris Bonnevoie","Lux","2-2","UEFA CUP","Round 1","1972"
"145","Wolverhampton Wanderers","Eng","Académica Coimbra","Por","3-0","UEFA CUP","Round 1","1972"
"146","Wolverhampton Wanderers","Eng","Académica Coimbra","Por","4-1","UEFA CUP","Round 1","1972"
"147","AS Saint-Étienne","Fra","1.FC Köln","Ger","1-1","UEFA CUP","Round 1","1972"
"148","AS Saint-Étienne","Fra","1.FC Köln","Ger","1-2","UEFA CUP","Round 1","1972"
"149","FC Lugano","Sui","Legia Warsaw","Pol","1-3","UEFA CUP","Round 1","1972"
"150","FC Lugano","Sui","Legia Warsaw","Pol","0-0","UEFA CUP","Round 1","1972"
"151","FC Porto","Por","FC Nantes","Fra","0-2","UEFA CUP","Round 1","1972"
"152","FC Porto","Por","FC Nantes","Fra","1-1","UEFA CUP","Round 1","1972"
"153","Hamburger SV","Ger","St. Johnstone","Sco","2-1","UEFA CUP","Round 1","1972"
"154","Hamburger SV","Ger","St. Johnstone","Sco","0-3","UEFA CUP","Round 1","1972"
"155","Southampton FC","Eng","Athletic Bilbao","Esp","2-1","UEFA CUP","Round 1","1972"
"156","Southampton FC","Eng","Athletic Bilbao","Esp","0-2","UEFA CUP","Round 1","1972"
"157","Bologna","Ita","Anderlecht","Bel","1-1","UEFA CUP","Round 1","1972"
"158","Bologna","Ita","Anderlecht","Bel","2-0","UEFA CUP","Round 1","1972"
"159","Napoli","Ita","Rapid Bucuresti","Rom","1-0","UEFA CUP","Round 1","1972"
"160","Napoli","Ita","Rapid Bucuresti","Rom","0-2","UEFA CUP","Round 1","1972"
"161","Vitória Setúbal","Por","Olympique Nimes","Fra","1-0","UEFA CUP","Round 1","1972"
"162","Vitória Setúbal","Por","Olympique Nimes","Fra","1-2","UEFA CUP","Round 1","1972"
"163","Atlético Madrid","Esp","Panionios","Gre","2-1","UEFA CUP","Round 1","1972"
"164","Atlético Madrid","Esp","Panionios","Gre","0-1","UEFA CUP","Round 1","1972"
"165","Carl Zeiss Jena","GDR","Lokomotiv Plovdiv","Bul","3-0","UEFA CUP","Round 1","1972"
"166","Carl Zeiss Jena","GDR","Lokomotiv Plovdiv","Bul","1-3","UEFA CUP","Round 1","1972"
"167","FC Basel","Sui","Real Madrid","Esp","1-2","UEFA CUP","Round 1","1972"
"168","FC Basel","Sui","Real Madrid","Esp","1-2","UEFA CUP","Round 1","1972"
"169","Marsa FC","Mlt","Juventus","Ita","0-6","UEFA CUP","Round 1","1972"
"170","Marsa FC","Mlt","Juventus","Ita","0-5","UEFA CUP","Round 1","1972"
"171","Dinamo Zagreb","YUG","Botev Vratsa","Bul","6-1","UEFA CUP","Round 1","1972"
"172","Dinamo Zagreb","YUG","Botev Vratsa","Bul","2-1","UEFA CUP","Round 1","1972"
"173","UT Arad","Rom","Austria Salzburg","Aut","4-1","UEFA CUP","Round 1","1972"
"174","UT Arad","Rom","Austria Salzburg","Aut","1-3","UEFA CUP","Round 1","1972"
"175","Fenerbahçe","Tur","Ferencváros","Hun","1-1","UEFA CUP","Round 1","1972"
"176","Fenerbahçe","Tur","Ferencváros","Hun","1-3","UEFA CUP","Round 1","1972"
"177","AC Milan","Ita","Digenis Morphou","Cyp","4-0","UEFA CUP","Round 1","1972"
"178","AC Milan","Ita","Digenis Morphou","Cyp","3-0","UEFA CUP","Round 1","1972"
"179","Spartak Moscow","URS","VSS Kosice","TCH","2-0","UEFA CUP","Round 1","1972"
"180","Spartak Moscow","URS","VSS Kosice","TCH","1-2","UEFA CUP","Round 1","1972"
"181","OFK Belgrade","YUG","Djurgårdens IF","Swe","4-1","UEFA CUP","Round 1","1972"
"182","OFK Belgrade","YUG","Djurgårdens IF","Swe","2-2","UEFA CUP","Round 1","1972"
"183","Zeljeznicar Sarajevo","YUG","Club Brugge","Bel","3-0","UEFA CUP","Round 1","1972"
"184","Zeljeznicar Sarajevo","YUG","Club Brugge","Bel","1-3","UEFA CUP","Round 1","1972"
"185","FC Halle","GDR","PSV Eindhoven","Ned","0-0","UEFA CUP","Round 1","1972"
"186","Zaglebie Walbrzych","Pol","Union Teplice","TCH","1-0","UEFA CUP","Round 1","1972"
"187","Zaglebie Walbrzych","Pol","Union Teplice","TCH","3-2","UEFA CUP","Round 1","1972"
"188","Lierse SK","Bel","Leeds United","Eng","0-2","UEFA CUP","Round 1","1972"
"189","Lierse SK","Bel","Leeds United","Eng","4-0","UEFA CUP","Round 1","1972"
"190","Rosenborg BK","Nor","Lierse SK","Bel","4-1","UEFA CUP","Round 2","1972"
"191","Rosenborg BK","Nor","Lierse SK","Bel","0-3","UEFA CUP","Round 2","1972"
"192","Rapid Bucuresti","Rom","Legia Warsaw","Pol","4-0","UEFA CUP","Round 2","1972"
"193","Rapid Bucuresti","Rom","Legia Warsaw","Pol","0-2","UEFA CUP","Round 2","1972"
"194","1.FC Köln","Ger","Dundee FC","Sco","2-1","UEFA CUP","Round 2","1972"
"195","1.FC Köln","Ger","Dundee FC","Sco","2-4","UEFA CUP","Round 2","1972"
"196","FC Den Haag","Ned","Wolverhampton Wanderers","Eng","1-3","UEFA CUP","Round 2","1972"
"197","FC Den Haag","Ned","Wolverhampton Wanderers","Eng","0-4","UEFA CUP","Round 2","1972"
"198","Zeljeznicar Sarajevo","YUG","Bologna","Ita","1-1","UEFA CUP","Round 2","1972"
"199","Zeljeznicar Sarajevo","YUG","Bologna","Ita","2-2","UEFA CUP","Round 2","1972"
"200","FC Nantes","Fra","Tottenham Hotspur","Eng","0-0","UEFA CUP","Round 2","1972"
"201","FC Nantes","Fra","Tottenham Hotspur","Eng","0-1","UEFA CUP","Round 2","1972"
"202","Eintracht Braunschweig","Ger","Athletic Bilbao","Esp","2-1","UEFA CUP","Round 2","1972"
"203","Eintracht Braunschweig","Ger","Athletic Bilbao","Esp","2-2","UEFA CUP","Round 2","1972"
"204","St. Johnstone","Sco","Vasas Budapest","Hun","2-0","UEFA CUP","Round 2","1972"
"205","St. Johnstone","Sco","Vasas Budapest","Hun","0-1","UEFA CUP","Round 2","1972"
"206","Spartak Moscow","URS","Vitória Setúbal","Por","0-0","UEFA CUP","Round 2","1972"
"207","Spartak Moscow","URS","Vitória Setúbal","Por","0-4","UEFA CUP","Round 2","1972"
"208","AC Milan","Ita","Hertha BSC","Ger","4-2","UEFA CUP","Round 2","1972"
"209","AC Milan","Ita","Hertha BSC","Ger","1-2","UEFA CUP","Round 2","1972"
"210","OFK Belgrade","YUG","Carl Zeiss Jena","GDR","1-1","UEFA CUP","Round 2","1972"
"211","OFK Belgrade","YUG","Carl Zeiss Jena","GDR","0-4","UEFA CUP","Round 2","1972"
"212","Zaglebie Walbrzych","Pol","UT Arad","Rom","1-1","UEFA CUP","Round 2","1972"
"213","Zaglebie Walbrzych","Pol","UT Arad","Rom","1-2","UEFA CUP","Round 2","1972"
"214","Dinamo Zagreb","YUG","Rapid Wien","Aut","2-2","UEFA CUP","Round 2","1972"
"215","Dinamo Zagreb","YUG","Rapid Wien","Aut","0-0","UEFA CUP","Round 2","1972"
"216","Real Madrid","Esp","PSV Eindhoven","Ned","3-1","UEFA CUP","Round 2","1972"
"217","Real Madrid","Esp","PSV Eindhoven","Ned","0-2","UEFA CUP","Round 2","1972"
"218","Juventus","Ita","Aberdeen","Sco","2-0","UEFA CUP","Round 2","1972"
"219","Juventus","Ita","Aberdeen","Sco","1-1","UEFA CUP","Round 2","1972"
"220","Ferencváros","Hun","Panionios","Gre","6-0","UEFA CUP","Round 2","1972"
"221","AC Milan","Ita","Dundee FC","Sco","3-0","UEFA CUP","Round 3","1972"
"222","AC Milan","Ita","Dundee FC","Sco","0-2","UEFA CUP","Round 3","1972"
"223","Carl Zeiss Jena","GDR","Wolverhampton Wanderers","Eng","0-1","UEFA CUP","Round 3","1972"
"224","Carl Zeiss Jena","GDR","Wolverhampton Wanderers","Eng","0-3","UEFA CUP","Round 3","1972"
"225","Eintracht Braunschweig","Ger","Ferencváros","Hun","1-1","UEFA CUP","Round 3","1972"
"226","Eintracht Braunschweig","Ger","Ferencváros","Hun","2-5","UEFA CUP","Round 3","1972"
"227","PSV Eindhoven","Ned","Lierse SK","Bel","1-0","UEFA CUP","Round 3","1972"
"228","PSV Eindhoven","Ned","Lierse SK","Bel","0-4","UEFA CUP","Round 3","1972"
"229","Rapid Wien","Aut","Juventus","Ita","0-1","UEFA CUP","Round 3","1972"
"230","Rapid Wien","Aut","Juventus","Ita","1-4","UEFA CUP","Round 3","1972"
"231","St. Johnstone","Sco","Zeljeznicar Sarajevo","YUG","1-0","UEFA CUP","Round 3","1972"
"232","St. Johnstone","Sco","Zeljeznicar Sarajevo","YUG","1-5","UEFA CUP","Round 3","1972"
"233","Tottenham Hotspur","Eng","Rapid Bucuresti","Rom","3-0","UEFA CUP","Round 3","1972"
"234","Tottenham Hotspur","Eng","Rapid Bucuresti","Rom","2-0","UEFA CUP","Round 3","1972"
"235","UT Arad","Rom","Vitória Setúbal","Por","3-0","UEFA CUP","Round 3","1972"
"236","UT Arad","Rom","Vitória Setúbal","Por","0-1","UEFA CUP","Round 3","1972"
"237","AC Milan","Ita","Lierse SK","Bel","2-0","UEFA CUP","Quarter Finals","1972"
"238","AC Milan","Ita","Lierse SK","Bel","1-1","UEFA CUP","Quarter Finals","1972"
"239","UT Arad","Rom","Tottenham Hotspur","Eng","0-2","UEFA CUP","Quarter Finals","1972"
"240","UT Arad","Rom","Tottenham Hotspur","Eng","1-1","UEFA CUP","Quarter Finals","1972"
"241","Ferencváros","Hun","Zeljeznicar Sarajevo","YUG","1-2","UEFA CUP","Quarter Finals","1972"
"242","Ferencváros","Hun","Zeljeznicar Sarajevo","YUG","2-1","UEFA CUP","Quarter Finals","1972"
"243","Juventus","Ita","Wolverhampton Wanderers","Eng","1-1","UEFA CUP","Quarter Finals","1972"
"244","Juventus","Ita","Wolverhampton Wanderers","Eng","1-2","UEFA CUP","Quarter Finals","1972"
"245","Tottenham Hotspur","Eng","AC Milan","Ita","2-1","UEFA CUP","Semi Finals","1972"
"246","Tottenham Hotspur","Eng","AC Milan","Ita","1-1","UEFA CUP","Semi Finals","1972"
"247","Ferencváros","Hun","Wolverhampton Wanderers","Eng","2-2","UEFA CUP","Semi Finals","1972"
"248","Ferencváros","Hun","Wolverhampton Wanderers","Eng","1-2","UEFA CUP","Semi Finals","1972"
"249","Wolverhampton Wanderers","Eng","Tottenham Hotspur","Eng","1-2","UEFA CUP","Final","1972"
"250","Wolverhampton Wanderers","Eng","Tottenham Hotspur","Eng","1-1","UEFA CUP","Final","1972"
