"","home.team","home.ctry","away.team","away.ctry","match","tournament","round",""
"72","Bodø/Glimt","Nor","Napoli","Ita","0-2","CUP WINNERS CUP","Round 1","1977"
"73","Bodø/Glimt","Nor","Napoli","Ita","0-1","CUP WINNERS CUP","Round 1","1977"
"74","Bohemians Dublin","Irl","Esbjerg fB","Den","2-1","CUP WINNERS CUP","Round 1","1977"
"75","Bohemians Dublin","Irl","Esbjerg fB","Den","1-0","CUP WINNERS CUP","Round 1","1977"
"76","Cardiff City","Wal","Dinamo Tbilisi","URS","1-0","CUP WINNERS CUP","Round 1","1977"
"77","Cardiff City","Wal","Dinamo Tbilisi","URS","0-3","CUP WINNERS CUP","Round 1","1977"
"78","Carrick Rangers","Nir","Aris Bonnevoie","Lux","3-1","CUP WINNERS CUP","Round 1","1977"
"79","Carrick Rangers","Nir","Aris Bonnevoie","Lux","1-2","CUP WINNERS CUP","Round 1","1977"
"80","Hamburger SV","Ger","Keflavik","Isl","3-0","CUP WINNERS CUP","Round 1","1977"
"81","Hamburger SV","Ger","Keflavik","Isl","1-1","CUP WINNERS CUP","Round 1","1977"
"82","Iraklis Thessaloniki","Gre","APOEL Nicosia","Cyp","0-0","CUP WINNERS CUP","Round 1","1977"
"83","Iraklis Thessaloniki","Gre","APOEL Nicosia","Cyp","0-2","CUP WINNERS CUP","Round 1","1977"
"84","Lokomotive Leipzig","GDR","Hearts FC","Sco","2-0","CUP WINNERS CUP","Round 1","1977"
"85","Lokomotive Leipzig","GDR","Hearts FC","Sco","1-5","CUP WINNERS CUP","Round 1","1977"
"86","Southampton FC","Eng","Olympique Marseille","Fra","4-0","CUP WINNERS CUP","Round 1","1977"
"87","Southampton FC","Eng","Olympique Marseille","Fra","1-2","CUP WINNERS CUP","Round 1","1977"
"88","Levski-Spartak Sofia","Bul","Reipas Lahti","Fin","12-2","CUP WINNERS CUP","Round 1","1977"
"89","Levski-Spartak Sofia","Bul","Reipas Lahti","Fin","7-1","CUP WINNERS CUP","Round 1","1977"
"90","Floriana","Mlt","Slask Wroclaw","Pol","1-4","CUP WINNERS CUP","Round 1","1977"
"91","Floriana","Mlt","Slask Wroclaw","Pol","0-2","CUP WINNERS CUP","Round 1","1977"
"92","Rapid Wien","Aut","Atlético Madrid","Esp","1-2","CUP WINNERS CUP","Round 1","1977"
"93","Rapid Wien","Aut","Atlético Madrid","Esp","1-1","CUP WINNERS CUP","Round 1","1977"
"94","CSU Galati","Rom","Boavista","Por","2-3","CUP WINNERS CUP","Round 1","1977"
"95","CSU Galati","Rom","Boavista","Por","0-2","CUP WINNERS CUP","Round 1","1977"
"96","Anderlecht","Bel","Galatasaray","Tur","5-1","CUP WINNERS CUP","Round 2","1977"
"97","Anderlecht","Bel","Galatasaray","Tur","5-1","CUP WINNERS CUP","Round 2","1977"
"98","APOEL Nicosia","Cyp","Napoli","Ita","1-1","CUP WINNERS CUP","Round 2","1977"
"99","APOEL Nicosia","Cyp","Napoli","Ita","0-2","CUP WINNERS CUP","Round 2","1977"
"100","Atlético Madrid","Esp","Hajduk Split","YUG","1-0","CUP WINNERS CUP","Round 2","1977"
"101","Atlético Madrid","Esp","Hajduk Split","YUG","2-1","CUP WINNERS CUP","Round 2","1977"
"102","Boavista","Por","Levski-Spartak Sofia","Bul","3-1","CUP WINNERS CUP","Round 2","1977"
"103","Boavista","Por","Levski-Spartak Sofia","Bul","0-2","CUP WINNERS CUP","Round 2","1977"
"104","Carrick Rangers","Nir","Southampton FC","Eng","2-5","CUP WINNERS CUP","Round 2","1977"
"105","Carrick Rangers","Nir","Southampton FC","Eng","1-4","CUP WINNERS CUP","Round 2","1977"
"106","Hamburger SV","Ger","Hearts FC","Sco","4-2","CUP WINNERS CUP","Round 2","1977"
"107","Hamburger SV","Ger","Hearts FC","Sco","4-1","CUP WINNERS CUP","Round 2","1977"
"108","Dinamo Tbilisi","URS","MTK Budapest","Hun","1-4","CUP WINNERS CUP","Round 2","1977"
"109","Dinamo Tbilisi","URS","MTK Budapest","Hun","0-1","CUP WINNERS CUP","Round 2","1977"
"110","Slask Wroclaw","Pol","Bohemians Dublin","Irl","3-0","CUP WINNERS CUP","Round 2","1977"
"111","Slask Wroclaw","Pol","Bohemians Dublin","Irl","1-0","CUP WINNERS CUP","Round 2","1977"
"112","Anderlecht","Bel","Southampton FC","Eng","2-0","CUP WINNERS CUP","Quarter Finals","1977"
"113","Anderlecht","Bel","Southampton FC","Eng","1-2","CUP WINNERS CUP","Quarter Finals","1977"
"114","Levski-Spartak Sofia","Bul","Atlético Madrid","Esp","2-1","CUP WINNERS CUP","Quarter Finals","1977"
"115","Levski-Spartak Sofia","Bul","Atlético Madrid","Esp","0-2","CUP WINNERS CUP","Quarter Finals","1977"
"116","MTK Budapest","Hun","Hamburger SV","Ger","1-1","CUP WINNERS CUP","Quarter Finals","1977"
"117","MTK Budapest","Hun","Hamburger SV","Ger","1-4","CUP WINNERS CUP","Quarter Finals","1977"
"118","Slask Wroclaw","Pol","Napoli","Ita","0-0","CUP WINNERS CUP","Quarter Finals","1977"
"119","Slask Wroclaw","Pol","Napoli","Ita","0-2","CUP WINNERS CUP","Quarter Finals","1977"
"120","Napoli","Ita","Anderlecht","Bel","1-0","CUP WINNERS CUP","Semi Finals","1977"
"121","Napoli","Ita","Anderlecht","Bel","0-2","CUP WINNERS CUP","Semi Finals","1977"
"122","Atlético Madrid","Esp","Hamburger SV","Ger","3-1","CUP WINNERS CUP","Semi Finals","1977"
"123","Atlético Madrid","Esp","Hamburger SV","Ger","0-3","CUP WINNERS CUP","Semi Finals","1977"
"124","Hamburger SV","Ger","Anderlecht","Bel","2-0","CUP WINNERS CUP","Final","1977"
"125","FC Porto","Por","Schalke 04","Ger","2-2","UEFA CUP","Round 1","1977"
"126","FC Porto","Por","Schalke 04","Ger","2-3","UEFA CUP","Round 1","1977"
"127","Fram Reykjavik","Isl","Slovan Bratislava","TCH","0-3","UEFA CUP","Round 1","1977"
"128","Fram Reykjavik","Isl","Slovan Bratislava","TCH","0-5","UEFA CUP","Round 1","1977"
"129","Glentoran","Nir","FC Basel","Sui","3-2","UEFA CUP","Round 1","1977"
"130","Glentoran","Nir","FC Basel","Sui","0-3","UEFA CUP","Round 1","1977"
"131","Enosis Paralimni","Cyp","1.FC Kaiserslautern","Ger","1-3","UEFA CUP","Round 1","1977"
"132","Enosis Paralimni","Cyp","1.FC Kaiserslautern","Ger","0-8","UEFA CUP","Round 1","1977"
"133","AEK Athens","Gre","Dinamo Moscow","URS","2-0","UEFA CUP","Round 1","1977"
"134","AEK Athens","Gre","Dinamo Moscow","URS","1-2","UEFA CUP","Round 1","1977"
"135","Ajax","Ned","Manchester United","Eng","1-0","UEFA CUP","Round 1","1977"
"136","Ajax","Ned","Manchester United","Eng","0-2","UEFA CUP","Round 1","1977"
"137","Austria Salzburg","Aut","Adanaspor","Tur","5-0","UEFA CUP","Round 1","1977"
"138","Austria Salzburg","Aut","Adanaspor","Tur","0-2","UEFA CUP","Round 1","1977"
"139","CF Os Belenenses","Por","FC Barcelona","Esp","2-2","UEFA CUP","Round 1","1977"
"140","CF Os Belenenses","Por","FC Barcelona","Esp","2-3","UEFA CUP","Round 1","1977"
"141","Celtic","Sco","Wisla Kraków","Pol","2-2","UEFA CUP","Round 1","1977"
"142","Celtic","Sco","Wisla Kraków","Pol","0-2","UEFA CUP","Round 1","1977"
"143","Derby County","Eng","Finn Harps","Irl","12-0","UEFA CUP","Round 1","1977"
"144","Derby County","Eng","Finn Harps","Irl","4-1","UEFA CUP","Round 1","1977"
"145","Dinamo Bucuresti","Rom","AC Milan","Ita","0-0","UEFA CUP","Round 1","1977"
"146","Dinamo Bucuresti","Rom","AC Milan","Ita","1-2","UEFA CUP","Round 1","1977"
"147","Eintracht Braunschweig","Ger","Holbæk B&IF","Den","7-0","UEFA CUP","Round 1","1977"
"148","Eintracht Braunschweig","Ger","Holbæk B&IF","Den","0-1","UEFA CUP","Round 1","1977"
"149","Espanyol","Esp","OGC Nice","Fra","3-1","UEFA CUP","Round 1","1977"
"150","Espanyol","Esp","OGC Nice","Fra","1-2","UEFA CUP","Round 1","1977"
"151","Feyenoord","Ned","Djurgårdens IF","Swe","3-0","UEFA CUP","Round 1","1977"
"152","Feyenoord","Ned","Djurgårdens IF","Swe","1-2","UEFA CUP","Round 1","1977"
"153","Fenerbahçe","Tur","Videoton Fehérvár","Hun","2-1","UEFA CUP","Round 1","1977"
"154","Fenerbahçe","Tur","Videoton Fehérvár","Hun","0-4","UEFA CUP","Round 1","1977"
"155","Grasshoppers Zürich","Sui","Hibernians FC","Mlt","7-0","UEFA CUP","Round 1","1977"
"156","Grasshoppers Zürich","Sui","Hibernians FC","Mlt","2-0","UEFA CUP","Round 1","1977"
"157","Hibernian","Sco","FC Sochaux-Montbéliard","Fra","1-0","UEFA CUP","Round 1","1977"
"158","Hibernian","Sco","FC Sochaux-Montbéliard","Fra","0-0","UEFA CUP","Round 1","1977"
"159","Internazionale","Ita","Honvéd Budapest","Hun","0-1","UEFA CUP","Round 1","1977"
"160","Internazionale","Ita","Honvéd Budapest","Hun","1-1","UEFA CUP","Round 1","1977"
"161","1.FC Köln","Ger","GKS Tychy","Pol","2-0","UEFA CUP","Round 1","1977"
"162","1.FC Köln","Ger","GKS Tychy","Pol","1-1","UEFA CUP","Round 1","1977"
"163","KuPS Kuopio","Fin","Östers IF","Swe","3-2","UEFA CUP","Round 1","1977"
"164","KuPS Kuopio","Fin","Östers IF","Swe","0-2","UEFA CUP","Round 1","1977"
"165","1.FC Magdeburg","GDR","AC Cesena","Ita","3-0","UEFA CUP","Round 1","1977"
"166","1.FC Magdeburg","GDR","AC Cesena","Ita","1-3","UEFA CUP","Round 1","1977"
"167","Manchester City","Eng","Juventus","Ita","1-0","UEFA CUP","Round 1","1977"
"168","Manchester City","Eng","Juventus","Ita","0-2","UEFA CUP","Round 1","1977"
"169","Næstved IF","Den","RWD Molenbeek","Bel","0-3","UEFA CUP","Round 1","1977"
"170","Næstved IF","Den","RWD Molenbeek","Bel","0-4","UEFA CUP","Round 1","1977"
"171","Queens Park Rangers","Eng","SK Brann Bergen","Nor","4-0","UEFA CUP","Round 1","1977"
"172","Queens Park Rangers","Eng","SK Brann Bergen","Nor","7-0","UEFA CUP","Round 1","1977"
"173","Red Boys Differdange","Lux","KSC Lokeren","Bel","0-3","UEFA CUP","Round 1","1977"
"174","Red Boys Differdange","Lux","KSC Lokeren","Bel","1-3","UEFA CUP","Round 1","1977"
"175","Slavia Praha","TCH","Akademik Sofia","Bul","2-0","UEFA CUP","Round 1","1977"
"176","Slavia Praha","TCH","Akademik Sofia","Bul","0-3","UEFA CUP","Round 1","1977"
"177","Shakhtar Donetsk","URS","BFC Dynamo Berlin","GDR","3-0","UEFA CUP","Round 1","1977"
"178","Shakhtar Donetsk","URS","BFC Dynamo Berlin","GDR","1-1","UEFA CUP","Round 1","1977"
"179","Sportul Studentesc","Rom","Olympiakos Piraeus","Gre","3-0","UEFA CUP","Round 1","1977"
"180","Sportul Studentesc","Rom","Olympiakos Piraeus","Gre","1-2","UEFA CUP","Round 1","1977"
"181","Wacker Innsbruck","Aut","Start Kristiansand","Nor","2-1","UEFA CUP","Round 1","1977"
"182","Wacker Innsbruck","Aut","Start Kristiansand","Nor","5-0","UEFA CUP","Round 1","1977"
"183","ASA Tirgu Mures","Rom","Dinamo Zagreb","YUG","0-1","UEFA CUP","Round 1","1977"
"184","ASA Tirgu Mures","Rom","Dinamo Zagreb","YUG","0-3","UEFA CUP","Round 1","1977"
"185","Újpest Dózsa","Hun","Athletic Bilbao","Esp","1-0","UEFA CUP","Round 1","1977"
"186","Újpest Dózsa","Hun","Athletic Bilbao","Esp","0-5","UEFA CUP","Round 1","1977"
"187","Lokomotiv Plovdiv","Bul","Red Star Belgrade","YUG","2-1","UEFA CUP","Round 1","1977"
"188","Lokomotiv Plovdiv","Bul","Red Star Belgrade","YUG","1-4","UEFA CUP","Round 1","1977"
"189","AEK Athens","Gre","Derby County","Eng","2-0","UEFA CUP","Round 2","1977"
"190","AEK Athens","Gre","Derby County","Eng","3-2","UEFA CUP","Round 2","1977"
"191","Akademik Sofia","Bul","AC Milan","Ita","4-3","UEFA CUP","Round 2","1977"
"192","Akademik Sofia","Bul","AC Milan","Ita","0-2","UEFA CUP","Round 2","1977"
"193","Austria Salzburg","Aut","Red Star Belgrade","YUG","2-1","UEFA CUP","Round 2","1977"
"194","Austria Salzburg","Aut","Red Star Belgrade","YUG","0-1","UEFA CUP","Round 2","1977"
"195","FC Barcelona","Esp","KSC Lokeren","Bel","2-0","UEFA CUP","Round 2","1977"
"196","FC Barcelona","Esp","KSC Lokeren","Bel","1-2","UEFA CUP","Round 2","1977"
"197","FC Basel","Sui","Athletic Bilbao","Esp","1-1","UEFA CUP","Round 2","1977"
"198","FC Basel","Sui","Athletic Bilbao","Esp","1-3","UEFA CUP","Round 2","1977"
"199","Eintracht Braunschweig","Ger","Espanyol","Esp","2-1","UEFA CUP","Round 2","1977"
"200","Eintracht Braunschweig","Ger","Espanyol","Esp","0-2","UEFA CUP","Round 2","1977"
"201","Hibernian","Sco","Östers IF","Swe","2-0","UEFA CUP","Round 2","1977"
"202","Hibernian","Sco","Östers IF","Swe","1-4","UEFA CUP","Round 2","1977"
"203","Wacker Innsbruck","Aut","Videoton Fehérvár","Hun","1-1","UEFA CUP","Round 2","1977"
"204","Wacker Innsbruck","Aut","Videoton Fehérvár","Hun","0-1","UEFA CUP","Round 2","1977"
"205","1.FC Kaiserslautern","Ger","Feyenoord","Ned","2-2","UEFA CUP","Round 2","1977"
"206","1.FC Kaiserslautern","Ger","Feyenoord","Ned","0-5","UEFA CUP","Round 2","1977"
"207","1.FC Köln","Ger","Grasshoppers Zürich","Sui","2-0","UEFA CUP","Round 2","1977"
"208","1.FC Köln","Ger","Grasshoppers Zürich","Sui","3-2","UEFA CUP","Round 2","1977"
"209","1.FC Magdeburg","GDR","Dinamo Zagreb","YUG","2-0","UEFA CUP","Round 2","1977"
"210","1.FC Magdeburg","GDR","Dinamo Zagreb","YUG","2-2","UEFA CUP","Round 2","1977"
"211","Manchester United","Eng","Juventus","Ita","1-0","UEFA CUP","Round 2","1977"
"212","Manchester United","Eng","Juventus","Ita","0-3","UEFA CUP","Round 2","1977"
"213","Shakhtar Donetsk","URS","Honvéd Budapest","Hun","3-0","UEFA CUP","Round 2","1977"
"214","Shakhtar Donetsk","URS","Honvéd Budapest","Hun","3-2","UEFA CUP","Round 2","1977"
"215","Slovan Bratislava","TCH","Queens Park Rangers","Eng","3-3","UEFA CUP","Round 2","1977"
"216","Slovan Bratislava","TCH","Queens Park Rangers","Eng","2-5","UEFA CUP","Round 2","1977"
"217","Sportul Studentesc","Rom","Schalke 04","Ger","0-1","UEFA CUP","Round 2","1977"
"218","Sportul Studentesc","Rom","Schalke 04","Ger","0-4","UEFA CUP","Round 2","1977"
"219","Wisla Kraków","Pol","RWD Molenbeek","Bel","1-1","UEFA CUP","Round 2","1977"
"220","Wisla Kraków","Pol","RWD Molenbeek","Bel","1-1","UEFA CUP","Round 2","1977"
"221","AEK Athens","Gre","Red Star Belgrade","YUG","2-0","UEFA CUP","Round 3","1977"
"222","AEK Athens","Gre","Red Star Belgrade","YUG","1-3","UEFA CUP","Round 3","1977"
"223","Athletic Bilbao","Esp","AC Milan","Ita","4-1","UEFA CUP","Round 3","1977"
"224","Athletic Bilbao","Esp","AC Milan","Ita","1-3","UEFA CUP","Round 3","1977"
"225","Espanyol","Esp","Feyenoord","Ned","0-1","UEFA CUP","Round 3","1977"
"226","Espanyol","Esp","Feyenoord","Ned","0-2","UEFA CUP","Round 3","1977"
"227","Juventus","Ita","Shakhtar Donetsk","URS","3-0","UEFA CUP","Round 3","1977"
"228","Juventus","Ita","Shakhtar Donetsk","URS","0-1","UEFA CUP","Round 3","1977"
"229","1.FC Magdeburg","GDR","Videoton Fehérvár","Hun","5-0","UEFA CUP","Round 3","1977"
"230","1.FC Magdeburg","GDR","Videoton Fehérvár","Hun","0-1","UEFA CUP","Round 3","1977"
"231","Östers IF","Swe","FC Barcelona","Esp","0-3","UEFA CUP","Round 3","1977"
"232","Östers IF","Swe","FC Barcelona","Esp","1-5","UEFA CUP","Round 3","1977"
"233","Queens Park Rangers","Eng","1.FC Köln","Ger","3-0","UEFA CUP","Round 3","1977"
"234","Queens Park Rangers","Eng","1.FC Köln","Ger","1-4","UEFA CUP","Round 3","1977"
"235","RWD Molenbeek","Bel","Schalke 04","Ger","1-0","UEFA CUP","Round 3","1977"
"236","RWD Molenbeek","Bel","Schalke 04","Ger","1-1","UEFA CUP","Round 3","1977"
"237","Athletic Bilbao","Esp","FC Barcelona","Esp","2-1","UEFA CUP","Quarter Finals","1977"
"238","Athletic Bilbao","Esp","FC Barcelona","Esp","2-2","UEFA CUP","Quarter Finals","1977"
"239","Feyenoord","Ned","RWD Molenbeek","Bel","0-0","UEFA CUP","Quarter Finals","1977"
"240","Feyenoord","Ned","RWD Molenbeek","Bel","1-2","UEFA CUP","Quarter Finals","1977"
"241","1.FC Magdeburg","GDR","Juventus","Ita","1-3","UEFA CUP","Quarter Finals","1977"
"242","1.FC Magdeburg","GDR","Juventus","Ita","0-1","UEFA CUP","Quarter Finals","1977"
"243","Queens Park Rangers","Eng","AEK Athens","Gre","3-0","UEFA CUP","Quarter Finals","1977"
"244","Queens Park Rangers","Eng","AEK Athens","Gre","0-3","UEFA CUP","Quarter Finals","1977"
"245","RWD Molenbeek","Bel","Athletic Bilbao","Esp","1-1","UEFA CUP","Semi Finals","1977"
"246","RWD Molenbeek","Bel","Athletic Bilbao","Esp","0-0","UEFA CUP","Semi Finals","1977"
"247","Juventus","Ita","AEK Athens","Gre","4-1","UEFA CUP","Semi Finals","1977"
"248","Juventus","Ita","AEK Athens","Gre","1-0","UEFA CUP","Semi Finals","1977"
"249","Juventus","Ita","Athletic Bilbao","Esp","1-0","UEFA CUP","Final","1977"
"250","Juventus","Ita","Athletic Bilbao","Esp","1-2","UEFA CUP","Final","1977"
