"","home.team","home.ctry","away.team","away.ctry","match","tournament","round",""
"86","Sturm Graz","Aut","Slavia Sofia","Bul","3-1","CUP WINNERS CUP","Round 1","1976"
"87","Sturm Graz","Aut","Slavia Sofia","Bul","0-1","CUP WINNERS CUP","Round 1","1976"
"88","Valur Reykjavik","Isl","Celtic","Sco","0-2","CUP WINNERS CUP","Round 1","1976"
"89","Valur Reykjavik","Isl","Celtic","Sco","0-7","CUP WINNERS CUP","Round 1","1976"
"90","Vejle BK","Den","FC Den Haag","Ned","0-2","CUP WINNERS CUP","Round 1","1976"
"91","Vejle BK","Den","FC Den Haag","Ned","0-2","CUP WINNERS CUP","Round 1","1976"
"92","Wrexham","Wal","Djurgårdens IF","Swe","2-1","CUP WINNERS CUP","Round 1","1976"
"93","Wrexham","Wal","Djurgårdens IF","Swe","1-1","CUP WINNERS CUP","Round 1","1976"
"94","Anderlecht","Bel","FK Borac Banja Luka","YUG","3-0","CUP WINNERS CUP","Round 2","1976"
"95","Anderlecht","Bel","FK Borac Banja Luka","YUG","0-1","CUP WINNERS CUP","Round 2","1976"
"96","Ararat Yerevan","URS","West Ham United","Eng","1-1","CUP WINNERS CUP","Round 2","1976"
"97","Ararat Yerevan","URS","West Ham United","Eng","1-3","CUP WINNERS CUP","Round 2","1976"
"98","Atlético Madrid","Esp","Eintracht Frankfurt","Ger","1-2","CUP WINNERS CUP","Round 2","1976"
"99","Atlético Madrid","Esp","Eintracht Frankfurt","Ger","0-1","CUP WINNERS CUP","Round 2","1976"
"100","Boavista","Por","Celtic","Sco","0-0","CUP WINNERS CUP","Round 2","1976"
"101","Boavista","Por","Celtic","Sco","1-3","CUP WINNERS CUP","Round 2","1976"
"102","FC Den Haag","Ned","RC Lens","Fra","3-2","CUP WINNERS CUP","Round 2","1976"
"103","FC Den Haag","Ned","RC Lens","Fra","3-1","CUP WINNERS CUP","Round 2","1976"
"104","Fiorentina","Ita","Sachsenring Zwickau","GDR","1-0","CUP WINNERS CUP","Round 2","1976"
"105","Fiorentina","Ita","Sachsenring Zwickau","GDR","0-1","CUP WINNERS CUP","Round 2","1976"
"106","Sturm Graz","Aut","Haladás Szombathely","Hun","2-0","CUP WINNERS CUP","Round 2","1976"
"107","Sturm Graz","Aut","Haladás Szombathely","Hun","1-1","CUP WINNERS CUP","Round 2","1976"
"108","Wrexham","Wal","Stal Rzeszów","Pol","2-0","CUP WINNERS CUP","Round 2","1976"
"109","Wrexham","Wal","Stal Rzeszów","Pol","1-1","CUP WINNERS CUP","Round 2","1976"
"110","Anderlecht","Bel","Wrexham","Wal","1-0","CUP WINNERS CUP","Quarter Finals","1976"
"111","Anderlecht","Bel","Wrexham","Wal","1-1","CUP WINNERS CUP","Quarter Finals","1976"
"112","Celtic","Sco","Sachsenring Zwickau","GDR","1-1","CUP WINNERS CUP","Quarter Finals","1976"
"113","Celtic","Sco","Sachsenring Zwickau","GDR","0-1","CUP WINNERS CUP","Quarter Finals","1976"
"114","FC Den Haag","Ned","West Ham United","Eng","4-2","CUP WINNERS CUP","Quarter Finals","1976"
"115","FC Den Haag","Ned","West Ham United","Eng","1-3","CUP WINNERS CUP","Quarter Finals","1976"
"116","Sturm Graz","Aut","Eintracht Frankfurt","Ger","0-2","CUP WINNERS CUP","Quarter Finals","1976"
"117","Sturm Graz","Aut","Eintracht Frankfurt","Ger","0-1","CUP WINNERS CUP","Quarter Finals","1976"
"118","Eintracht Frankfurt","Ger","West Ham United","Eng","2-1","CUP WINNERS CUP","Semi Finals","1976"
"119","Eintracht Frankfurt","Ger","West Ham United","Eng","1-3","CUP WINNERS CUP","Semi Finals","1976"
"120","Sachsenring Zwickau","GDR","Anderlecht","Bel","0-3","CUP WINNERS CUP","Semi Finals","1976"
"121","Sachsenring Zwickau","GDR","Anderlecht","Bel","0-2","CUP WINNERS CUP","Semi Finals","1976"
"122","Anderlecht","Bel","West Ham United","Eng","4-2","CUP WINNERS CUP","Final","1976"
"123","MSV Duisburg","Ger","Enosis Paralimni","Cyp","7-1","UEFA CUP","Round 1","1976"
"124","MSV Duisburg","Ger","Enosis Paralimni","Cyp","3-2","UEFA CUP","Round 1","1976"
"125","Glentoran","Nir","Ajax","Ned","1-6","UEFA CUP","Round 1","1976"
"126","Glentoran","Nir","Ajax","Ned","0-8","UEFA CUP","Round 1","1976"
"127","Grasshoppers Zürich","Sui","Real Sociedad","Esp","3-3","UEFA CUP","Round 1","1976"
"128","Grasshoppers Zürich","Sui","Real Sociedad","Esp","1-1","UEFA CUP","Round 1","1976"
"129","PAOK Thessaloniki","Gre","FC Barcelona","Esp","1-0","UEFA CUP","Round 1","1976"
"130","PAOK Thessaloniki","Gre","FC Barcelona","Esp","1-6","UEFA CUP","Round 1","1976"
"131","AIK Stockholm","Swe","Spartak Moscow","URS","1-1","UEFA CUP","Round 1","1976"
"132","AIK Stockholm","Swe","Spartak Moscow","URS","0-1","UEFA CUP","Round 1","1976"
"133","Royal Antwerp","Bel","Aston Villa","Eng","4-1","UEFA CUP","Round 1","1976"
"134","Royal Antwerp","Bel","Aston Villa","Eng","1-0","UEFA CUP","Round 1","1976"
"135","Bohemians Praha","TCH","Honvéd Budapest","Hun","1-2","UEFA CUP","Round 1","1976"
"136","Bohemians Praha","TCH","Honvéd Budapest","Hun","1-1","UEFA CUP","Round 1","1976"
"137","Carl Zeiss Jena","GDR","Olympique Marseille","Fra","3-0","UEFA CUP","Round 1","1976"
"138","Carl Zeiss Jena","GDR","Olympique Marseille","Fra","1-0","UEFA CUP","Round 1","1976"
"139","Universitatea Craiova","Rom","Red Star Belgrade","YUG","1-3","UEFA CUP","Round 1","1976"
"140","Universitatea Craiova","Rom","Red Star Belgrade","YUG","1-1","UEFA CUP","Round 1","1976"
"141","Everton","Eng","AC Milan","Ita","0-0","UEFA CUP","Round 1","1976"
"142","Everton","Eng","AC Milan","Ita","0-1","UEFA CUP","Round 1","1976"
"143","Feyenoord","Ned","Ipswich Town","Eng","1-2","UEFA CUP","Round 1","1976"
"144","Feyenoord","Ned","Ipswich Town","Eng","0-2","UEFA CUP","Round 1","1976"
"145","GAIS Göteborg","Swe","Slask Wroclaw","Pol","2-1","UEFA CUP","Round 1","1976"
"146","GAIS Göteborg","Swe","Slask Wroclaw","Pol","2-4","UEFA CUP","Round 1","1976"
"147","Hertha BSC","Ger","HJK Helsinki","Fin","4-1","UEFA CUP","Round 1","1976"
"148","Hertha BSC","Ger","HJK Helsinki","Fin","2-1","UEFA CUP","Round 1","1976"
"149","Hibernian","Sco","Liverpool","Eng","1-0","UEFA CUP","Round 1","1976"
"150","Hibernian","Sco","Liverpool","Eng","1-3","UEFA CUP","Round 1","1976"
"151","Holbæk B&IF","Den","Stal Mielec","Pol","0-1","UEFA CUP","Round 1","1976"
"152","Holbæk B&IF","Den","Stal Mielec","Pol","1-2","UEFA CUP","Round 1","1976"
"153","1.FC Köln","Ger","B1903 København","Den","2-0","UEFA CUP","Round 1","1976"
"154","1.FC Köln","Ger","B1903 København","Den","3-2","UEFA CUP","Round 1","1976"
"155","Olympique Lyon","Fra","Club Brugge","Bel","4-3","UEFA CUP","Round 1","1976"
"156","Olympique Lyon","Fra","Club Brugge","Bel","0-3","UEFA CUP","Round 1","1976"
"157","Molde FK","Nor","Östers IF","Swe","1-0","UEFA CUP","Round 1","1976"
"158","Molde FK","Nor","Östers IF","Swe","0-6","UEFA CUP","Round 1","1976"
"159","ASA Tirgu Mures","Rom","Dynamo Dresden","GDR","2-2","UEFA CUP","Round 1","1976"
"160","ASA Tirgu Mures","Rom","Dynamo Dresden","GDR","1-4","UEFA CUP","Round 1","1976"
"161","Chernomorets Odessa","URS","Lazio Roma","Ita","1-0","UEFA CUP","Round 1","1976"
"162","Chernomorets Odessa","URS","Lazio Roma","Ita","0-3","UEFA CUP","Round 1","1976"
"163","FC Porto","Por","Avenir Beggen","Lux","7-0","UEFA CUP","Round 1","1976"
"164","FC Porto","Por","Avenir Beggen","Lux","3-0","UEFA CUP","Round 1","1976"
"165","Rapid Wien","Aut","Galatasaray","Tur","1-0","UEFA CUP","Round 1","1976"
"166","Rapid Wien","Aut","Galatasaray","Tur","1-3","UEFA CUP","Round 1","1976"
"167","AS Roma","Ita","Dunav Ruse","Bul","2-0","UEFA CUP","Round 1","1976"
"168","AS Roma","Ita","Dunav Ruse","Bul","0-1","UEFA CUP","Round 1","1976"
"169","Torpedo Moscow","URS","Napoli","Ita","4-1","UEFA CUP","Round 1","1976"
"170","Torpedo Moscow","URS","Napoli","Ita","1-1","UEFA CUP","Round 1","1976"
"171","SK Vöest Linz","Aut","Vasas Budapest","Hun","2-0","UEFA CUP","Round 1","1976"
"172","SK Vöest Linz","Aut","Vasas Budapest","Hun","0-4","UEFA CUP","Round 1","1976"
"173","Vojvodina Novi Sad","YUG","AEK Athens","Gre","0-0","UEFA CUP","Round 1","1976"
"174","Vojvodina Novi Sad","YUG","AEK Athens","Gre","1-3","UEFA CUP","Round 1","1976"
"175","Young Boys","Sui","Hamburger SV","Ger","0-0","UEFA CUP","Round 1","1976"
"176","Young Boys","Sui","Hamburger SV","Ger","2-4","UEFA CUP","Round 1","1976"
"177","Athlone Town","Irl","Vålerengen IF","Nor","3-1","UEFA CUP","Round 1","1976"
"178","Athlone Town","Irl","Vålerengen IF","Nor","1-1","UEFA CUP","Round 1","1976"
"179","TJ Internacional","TCH","Real Zaragoza","Esp","5-0","UEFA CUP","Round 1","1976"
"180","TJ Internacional","TCH","Real Zaragoza","Esp","3-2","UEFA CUP","Round 1","1976"
"181","Keflavik","Isl","Dundee United","Sco","0-2","UEFA CUP","Round 1","1976"
"182","Keflavik","Isl","Dundee United","Sco","0-4","UEFA CUP","Round 1","1976"
"183","Levski-Spartak Sofia","Bul","Eskisehirspor","Tur","3-0","UEFA CUP","Round 1","1976"
"184","Levski-Spartak Sofia","Bul","Eskisehirspor","Tur","4-1","UEFA CUP","Round 1","1976"
"185","Sliema Wanderers","Mlt","Sporting CP Lisbon","Por","1-2","UEFA CUP","Round 1","1976"
"186","Sliema Wanderers","Mlt","Sporting CP Lisbon","Por","1-3","UEFA CUP","Round 1","1976"
"187","MSV Duisburg","Ger","Levski-Spartak Sofia","Bul","3-2","UEFA CUP","Round 2","1976"
"188","MSV Duisburg","Ger","Levski-Spartak Sofia","Bul","1-2","UEFA CUP","Round 2","1976"
"189","Athlone Town","Irl","AC Milan","Ita","0-0","UEFA CUP","Round 2","1976"
"190","Athlone Town","Irl","AC Milan","Ita","0-3","UEFA CUP","Round 2","1976"
"191","Carl Zeiss Jena","GDR","Stal Mielec","Pol","1-0","UEFA CUP","Round 2","1976"
"192","Carl Zeiss Jena","GDR","Stal Mielec","Pol","0-1","UEFA CUP","Round 2","1976"
"193","Dundee United","Sco","FC Porto","Por","1-2","UEFA CUP","Round 2","1976"
"194","Dundee United","Sco","FC Porto","Por","1-1","UEFA CUP","Round 2","1976"
"195","Galatasaray","Tur","Torpedo Moscow","URS","2-4","UEFA CUP","Round 2","1976"
"196","Galatasaray","Tur","Torpedo Moscow","URS","0-3","UEFA CUP","Round 2","1976"
"197","Hertha BSC","Ger","Ajax","Ned","1-0","UEFA CUP","Round 2","1976"
"198","Hertha BSC","Ger","Ajax","Ned","1-4","UEFA CUP","Round 2","1976"
"199","Honvéd Budapest","Hun","Dynamo Dresden","GDR","2-2","UEFA CUP","Round 2","1976"
"200","Honvéd Budapest","Hun","Dynamo Dresden","GDR","0-1","UEFA CUP","Round 2","1976"
"201","TJ Internacional","TCH","AEK Athens","Gre","2-0","UEFA CUP","Round 2","1976"
"202","TJ Internacional","TCH","AEK Athens","Gre","1-3","UEFA CUP","Round 2","1976"
"203","Ipswich Town","Eng","Club Brugge","Bel","3-0","UEFA CUP","Round 2","1976"
"204","Ipswich Town","Eng","Club Brugge","Bel","0-4","UEFA CUP","Round 2","1976"
"205","Spartak Moscow","URS","1.FC Köln","Ger","2-0","UEFA CUP","Round 2","1976"
"206","Spartak Moscow","URS","1.FC Köln","Ger","1-0","UEFA CUP","Round 2","1976"
"207","Östers IF","Swe","AS Roma","Ita","1-0","UEFA CUP","Round 2","1976"
"208","Östers IF","Swe","AS Roma","Ita","0-2","UEFA CUP","Round 2","1976"
"209","Real Sociedad","Esp","Liverpool","Eng","1-3","UEFA CUP","Round 2","1976"
"210","Real Sociedad","Esp","Liverpool","Eng","0-6","UEFA CUP","Round 2","1976"
"211","Red Star Belgrade","YUG","Hamburger SV","Ger","1-1","UEFA CUP","Round 2","1976"
"212","Red Star Belgrade","YUG","Hamburger SV","Ger","0-4","UEFA CUP","Round 2","1976"
"213","Slask Wroclaw","Pol","Royal Antwerp","Bel","1-1","UEFA CUP","Round 2","1976"
"214","Slask Wroclaw","Pol","Royal Antwerp","Bel","2-1","UEFA CUP","Round 2","1976"
"215","Vasas Budapest","Hun","Sporting CP Lisbon","Por","3-1","UEFA CUP","Round 2","1976"
"216","Vasas Budapest","Hun","Sporting CP Lisbon","Por","1-2","UEFA CUP","Round 2","1976"
"217","FC Barcelona","Esp","Lazio Roma","Ita","4-0","UEFA CUP","Round 2","1976"
"218","Ajax","Ned","Levski-Spartak Sofia","Bul","2-1","UEFA CUP","Round 3","1976"
"219","Ajax","Ned","Levski-Spartak Sofia","Bul","1-2","UEFA CUP","Round 3","1976"
"220","FC Barcelona","Esp","Vasas Budapest","Hun","3-1","UEFA CUP","Round 3","1976"
"221","FC Barcelona","Esp","Vasas Budapest","Hun","1-0","UEFA CUP","Round 3","1976"
"222","Club Brugge","Bel","AS Roma","Ita","1-0","UEFA CUP","Round 3","1976"
"223","Club Brugge","Bel","AS Roma","Ita","1-0","UEFA CUP","Round 3","1976"
"224","Dynamo Dresden","GDR","Torpedo Moscow","URS","3-0","UEFA CUP","Round 3","1976"
"225","Dynamo Dresden","GDR","Torpedo Moscow","URS","1-3","UEFA CUP","Round 3","1976"
"226","Hamburger SV","Ger","FC Porto","Por","2-0","UEFA CUP","Round 3","1976"
"227","Hamburger SV","Ger","FC Porto","Por","1-2","UEFA CUP","Round 3","1976"
"228","TJ Internacional","TCH","Stal Mielec","Pol","1-0","UEFA CUP","Round 3","1976"
"229","TJ Internacional","TCH","Stal Mielec","Pol","0-2","UEFA CUP","Round 3","1976"
"230","Slask Wroclaw","Pol","Liverpool","Eng","1-2","UEFA CUP","Round 3","1976"
"231","Slask Wroclaw","Pol","Liverpool","Eng","0-3","UEFA CUP","Round 3","1976"
"232","AC Milan","Ita","Spartak Moscow","URS","4-0","UEFA CUP","Round 3","1976"
"233","AC Milan","Ita","Spartak Moscow","URS","0-2","UEFA CUP","Round 3","1976"
"234","FC Barcelona","Esp","Levski-Spartak Sofia","Bul","4-0","UEFA CUP","Quarter Finals","1976"
"235","FC Barcelona","Esp","Levski-Spartak Sofia","Bul","4-5","UEFA CUP","Quarter Finals","1976"
"236","Club Brugge","Bel","AC Milan","Ita","2-0","UEFA CUP","Quarter Finals","1976"
"237","Club Brugge","Bel","AC Milan","Ita","1-2","UEFA CUP","Quarter Finals","1976"
"238","Dynamo Dresden","GDR","Liverpool","Eng","0-0","UEFA CUP","Quarter Finals","1976"
"239","Dynamo Dresden","GDR","Liverpool","Eng","1-2","UEFA CUP","Quarter Finals","1976"
"240","Hamburger SV","Ger","Stal Mielec","Pol","1-1","UEFA CUP","Quarter Finals","1976"
"241","Hamburger SV","Ger","Stal Mielec","Pol","1-0","UEFA CUP","Quarter Finals","1976"
"242","FC Barcelona","Esp","Liverpool","Eng","0-1","UEFA CUP","Semi Finals","1976"
"243","FC Barcelona","Esp","Liverpool","Eng","1-1","UEFA CUP","Semi Finals","1976"
"244","Hamburger SV","Ger","Club Brugge","Bel","1-1","UEFA CUP","Semi Finals","1976"
"245","Hamburger SV","Ger","Club Brugge","Bel","0-1","UEFA CUP","Semi Finals","1976"
"246","Liverpool","Eng","Club Brugge","Bel","3-2","UEFA CUP","Final","1976"
"247","Liverpool","Eng","Club Brugge","Bel","1-1","UEFA CUP","Final","1976"
