"","home.team","home.ctry","away.team","away.ctry","match","tournament","round",""
"101","Lokomotive Leipzig","GDR","Real Betis","Esp","1-2","CUP WINNERS CUP","Round 2","1978"
"102","Dinamo Moscow","URS","Universitatea Craiova","Rom","2-0","CUP WINNERS CUP","Round 2","1978"
"103","Dinamo Moscow","URS","Universitatea Craiova","Rom","0-2","CUP WINNERS CUP","Round 2","1978"
"104","FC Twente Enschede","Ned","SK Brann Bergen","Nor","2-0","CUP WINNERS CUP","Round 2","1978"
"105","FC Twente Enschede","Ned","SK Brann Bergen","Nor","2-1","CUP WINNERS CUP","Round 2","1978"
"106","Vejle BK","Den","PAOK Thessaloniki","Gre","3-0","CUP WINNERS CUP","Round 2","1978"
"107","Vejle BK","Den","PAOK Thessaloniki","Gre","1-2","CUP WINNERS CUP","Round 2","1978"
"108","FC Porto","Por","Manchester United","Eng","4-0","CUP WINNERS CUP","Round 2","1978"
"109","FC Porto","Por","Manchester United","Eng","2-5","CUP WINNERS CUP","Round 2","1978"
"110","Vejle BK","Den","FC Twente Enschede","Ned","0-3","CUP WINNERS CUP","Quarter Finals","1978"
"111","Vejle BK","Den","FC Twente Enschede","Ned","0-4","CUP WINNERS CUP","Quarter Finals","1978"
"112","Austria Wien","Aut","Hajduk Split","YUG","1-1","CUP WINNERS CUP","Quarter Finals","1978"
"113","Austria Wien","Aut","Hajduk Split","YUG","1-1","CUP WINNERS CUP","Quarter Finals","1978"
"114","Real Betis","Esp","Dinamo Moscow","URS","0-0","CUP WINNERS CUP","Quarter Finals","1978"
"115","Real Betis","Esp","Dinamo Moscow","URS","0-3","CUP WINNERS CUP","Quarter Finals","1978"
"116","FC Porto","Por","Anderlecht","Bel","1-0","CUP WINNERS CUP","Quarter Finals","1978"
"117","FC Porto","Por","Anderlecht","Bel","0-3","CUP WINNERS CUP","Quarter Finals","1978"
"118","Dinamo Moscow","URS","Austria Wien","Aut","2-1","CUP WINNERS CUP","Semi Finals","1978"
"119","Dinamo Moscow","URS","Austria Wien","Aut","1-2","CUP WINNERS CUP","Semi Finals","1978"
"120","FC Twente Enschede","Ned","Anderlecht","Bel","0-1","CUP WINNERS CUP","Semi Finals","1978"
"121","FC Twente Enschede","Ned","Anderlecht","Bel","0-2","CUP WINNERS CUP","Semi Finals","1978"
"122","Anderlecht","Bel","Austria Wien","Aut","4-0","CUP WINNERS CUP","Final","1978"
"123","Eintracht Frankfurt","Ger","Sliema Wanderers","Mlt","5-0","UEFA CUP","Round 1","1978"
"124","Eintracht Frankfurt","Ger","Sliema Wanderers","Mlt","0-0","UEFA CUP","Round 1","1978"
"125","AZ Alkmaar","Ned","Red Boys Differdange","Lux","11-1","UEFA CUP","Round 1","1978"
"126","AZ Alkmaar","Ned","Red Boys Differdange","Lux","5-0","UEFA CUP","Round 1","1978"
"127","Aston Villa","Eng","Fenerbahçe","Tur","4-0","UEFA CUP","Round 1","1978"
"128","Aston Villa","Eng","Fenerbahçe","Tur","2-0","UEFA CUP","Round 1","1978"
"129","FC Barcelona","Esp","Steaua Bucuresti","Rom","5-1","UEFA CUP","Round 1","1978"
"130","FC Barcelona","Esp","Steaua Bucuresti","Rom","3-1","UEFA CUP","Round 1","1978"
"131","SC Bastia","Fra","Sporting CP Lisbon","Por","3-2","UEFA CUP","Round 1","1978"
"132","SC Bastia","Fra","Sporting CP Lisbon","Por","2-1","UEFA CUP","Round 1","1978"
"133","Bayern München","Ger","Mjøndalen IF","Nor","8-0","UEFA CUP","Round 1","1978"
"134","Bayern München","Ger","Mjøndalen IF","Nor","4-0","UEFA CUP","Round 1","1978"
"135","Boavista","Por","Lazio Roma","Ita","1-0","UEFA CUP","Round 1","1978"
"136","Boavista","Por","Lazio Roma","Ita","0-5","UEFA CUP","Round 1","1978"
"137","Bohemians Dublin","Irl","Newcastle United","Eng","0-0","UEFA CUP","Round 1","1978"
"138","Bohemians Dublin","Irl","Newcastle United","Eng","0-4","UEFA CUP","Round 1","1978"
"139","Carl Zeiss Jena","GDR","Altay Izmir","Tur","5-1","UEFA CUP","Round 1","1978"
"140","Carl Zeiss Jena","GDR","Altay Izmir","Tur","1-4","UEFA CUP","Round 1","1978"
"141","Dundee United","Sco","KB København","Den","1-0","UEFA CUP","Round 1","1978"
"142","Dundee United","Sco","KB København","Den","0-3","UEFA CUP","Round 1","1978"
"143","Fiorentina","Ita","Schalke 04","Ger","0-3","UEFA CUP","Round 1","1978"
"144","Fiorentina","Ita","Schalke 04","Ger","1-2","UEFA CUP","Round 1","1978"
"145","Frem Kobenhavn","Den","Grasshoppers Zürich","Sui","0-2","UEFA CUP","Round 1","1978"
"146","Frem Kobenhavn","Den","Grasshoppers Zürich","Sui","1-6","UEFA CUP","Round 1","1978"
"147","Glenavon","Nir","PSV Eindhoven","Ned","2-6","UEFA CUP","Round 1","1978"
"148","Glenavon","Nir","PSV Eindhoven","Ned","0-5","UEFA CUP","Round 1","1978"
"149","Górnik Zabrze","Pol","Haka Valkeakoski","Fin","5-3","UEFA CUP","Round 1","1978"
"150","Górnik Zabrze","Pol","Haka Valkeakoski","Fin","0-0","UEFA CUP","Round 1","1978"
"151","Internazionale","Ita","Dinamo Tbilisi","URS","0-1","UEFA CUP","Round 1","1978"
"152","Internazionale","Ita","Dinamo Tbilisi","URS","0-0","UEFA CUP","Round 1","1978"
"153","Dinamo Kiev","URS","Eintracht Braunschweig","Ger","1-1","UEFA CUP","Round 1","1978"
"154","Dinamo Kiev","URS","Eintracht Braunschweig","Ger","0-0","UEFA CUP","Round 1","1978"
"155","Landskrona BoIS","Swe","Ipswich Town","Eng","0-1","UEFA CUP","Round 1","1978"
"156","Landskrona BoIS","Swe","Ipswich Town","Eng","0-5","UEFA CUP","Round 1","1978"
"157","UD Las Palmas","Esp","Sloboda Tuzla","YUG","5-0","UEFA CUP","Round 1","1978"
"158","UD Las Palmas","Esp","Sloboda Tuzla","YUG","3-4","UEFA CUP","Round 1","1978"
"159","RC Lens","Fra","Malmö FF","Swe","4-1","UEFA CUP","Round 1","1978"
"160","RC Lens","Fra","Malmö FF","Swe","0-2","UEFA CUP","Round 1","1978"
"161","LASK Linz","Aut","Újpest Dózsa","Hun","3-2","UEFA CUP","Round 1","1978"
"162","LASK Linz","Aut","Újpest Dózsa","Hun","0-7","UEFA CUP","Round 1","1978"
"163","Odra Opole","Pol","1.FC Magdeburg","GDR","1-2","UEFA CUP","Round 1","1978"
"164","Odra Opole","Pol","1.FC Magdeburg","GDR","1-1","UEFA CUP","Round 1","1978"
"165","Olympiakos Piraeus","Gre","Dinamo Zagreb","YUG","3-1","UEFA CUP","Round 1","1978"
"166","Olympiakos Piraeus","Gre","Dinamo Zagreb","YUG","1-5","UEFA CUP","Round 1","1978"
"167","Manchester City","Eng","Widzew Lódz","Pol","2-2","UEFA CUP","Round 1","1978"
"168","Manchester City","Eng","Widzew Lódz","Pol","0-0","UEFA CUP","Round 1","1978"
"169","Marek Stanke Dimitrov","Bul","Ferencváros","Hun","3-0","UEFA CUP","Round 1","1978"
"170","Marek Stanke Dimitrov","Bul","Ferencváros","Hun","0-2","UEFA CUP","Round 1","1978"
"171","Rapid Wien","Aut","TJ Internacional","TCH","1-0","UEFA CUP","Round 1","1978"
"172","Rapid Wien","Aut","TJ Internacional","TCH","0-3","UEFA CUP","Round 1","1978"
"173","RWD Molenbeek","Bel","Aberdeen","Sco","0-0","UEFA CUP","Round 1","1978"
"174","RWD Molenbeek","Bel","Aberdeen","Sco","2-1","UEFA CUP","Round 1","1978"
"175","Servette FC Genève","Sui","Athletic Bilbao","Esp","1-0","UEFA CUP","Round 1","1978"
"176","Servette FC Genève","Sui","Athletic Bilbao","Esp","0-2","UEFA CUP","Round 1","1978"
"177","Standard Liège","Bel","Slavia Praha","TCH","1-0","UEFA CUP","Round 1","1978"
"178","Standard Liège","Bel","Slavia Praha","TCH","2-3","UEFA CUP","Round 1","1978"
"179","Start Kristiansand","Nor","Fram Reykjavik","Isl","6-0","UEFA CUP","Round 1","1978"
"180","Start Kristiansand","Nor","Fram Reykjavik","Isl","2-0","UEFA CUP","Round 1","1978"
"181","ASA Tirgu Mures","Rom","AEK Athens","Gre","1-0","UEFA CUP","Round 1","1978"
"182","ASA Tirgu Mures","Rom","AEK Athens","Gre","0-3","UEFA CUP","Round 1","1978"
"183","Torino","Ita","APOEL Nicosia","Cyp","3-0","UEFA CUP","Round 1","1978"
"184","Torino","Ita","APOEL Nicosia","Cyp","1-1","UEFA CUP","Round 1","1978"
"185","FC Zürich","Sui","CSKA Sofia","Bul","1-0","UEFA CUP","Round 1","1978"
"186","FC Zürich","Sui","CSKA Sofia","Bul","1-1","UEFA CUP","Round 1","1978"
"187","AEK Athens","Gre","Standard Liège","Bel","2-2","UEFA CUP","Round 2","1978"
"188","AEK Athens","Gre","Standard Liège","Bel","1-4","UEFA CUP","Round 2","1978"
"189","AZ Alkmaar","Ned","FC Barcelona","Esp","1-1","UEFA CUP","Round 2","1978"
"190","AZ Alkmaar","Ned","FC Barcelona","Esp","1-1","UEFA CUP","Round 2","1978"
"191","Aston Villa","Eng","Górnik Zabrze","Pol","2-0","UEFA CUP","Round 2","1978"
"192","Aston Villa","Eng","Górnik Zabrze","Pol","1-1","UEFA CUP","Round 2","1978"
"193","SC Bastia","Fra","Newcastle United","Eng","2-1","UEFA CUP","Round 2","1978"
"194","SC Bastia","Fra","Newcastle United","Eng","3-1","UEFA CUP","Round 2","1978"
"195","Bayern München","Ger","Marek Stanke Dimitrov","Bul","3-0","UEFA CUP","Round 2","1978"
"196","Bayern München","Ger","Marek Stanke Dimitrov","Bul","0-2","UEFA CUP","Round 2","1978"
"197","TJ Internacional","TCH","Grasshoppers Zürich","Sui","1-0","UEFA CUP","Round 2","1978"
"198","TJ Internacional","TCH","Grasshoppers Zürich","Sui","1-5","UEFA CUP","Round 2","1978"
"199","Ipswich Town","Eng","UD Las Palmas","Esp","1-0","UEFA CUP","Round 2","1978"
"200","Ipswich Town","Eng","UD Las Palmas","Esp","3-3","UEFA CUP","Round 2","1978"
"201","KB København","Den","Dinamo Tbilisi","URS","1-4","UEFA CUP","Round 2","1978"
"202","KB København","Den","Dinamo Tbilisi","URS","1-2","UEFA CUP","Round 2","1978"
"203","Lazio Roma","Ita","RC Lens","Fra","2-0","UEFA CUP","Round 2","1978"
"204","Lazio Roma","Ita","RC Lens","Fra","0-6","UEFA CUP","Round 2","1978"
"205","1.FC Magdeburg","GDR","Schalke 04","Ger","4-2","UEFA CUP","Round 2","1978"
"206","1.FC Magdeburg","GDR","Schalke 04","Ger","3-1","UEFA CUP","Round 2","1978"
"207","RWD Molenbeek","Bel","Carl Zeiss Jena","GDR","1-1","UEFA CUP","Round 2","1978"
"208","RWD Molenbeek","Bel","Carl Zeiss Jena","GDR","1-1","UEFA CUP","Round 2","1978"
"209","Start Kristiansand","Nor","Eintracht Braunschweig","Ger","1-0","UEFA CUP","Round 2","1978"
"210","Start Kristiansand","Nor","Eintracht Braunschweig","Ger","0-4","UEFA CUP","Round 2","1978"
"211","Torino","Ita","Dinamo Zagreb","YUG","3-1","UEFA CUP","Round 2","1978"
"212","Torino","Ita","Dinamo Zagreb","YUG","0-1","UEFA CUP","Round 2","1978"
"213","Újpest Dózsa","Hun","Athletic Bilbao","Esp","2-0","UEFA CUP","Round 2","1978"
"214","Újpest Dózsa","Hun","Athletic Bilbao","Esp","0-3","UEFA CUP","Round 2","1978"
"215","Widzew Lódz","Pol","PSV Eindhoven","Ned","3-5","UEFA CUP","Round 2","1978"
"216","Widzew Lódz","Pol","PSV Eindhoven","Ned","0-1","UEFA CUP","Round 2","1978"
"217","FC Zürich","Sui","Eintracht Frankfurt","Ger","0-3","UEFA CUP","Round 2","1978"
"218","FC Zürich","Sui","Eintracht Frankfurt","Ger","3-4","UEFA CUP","Round 2","1978"
"219","Aston Villa","Eng","Athletic Bilbao","Esp","2-0","UEFA CUP","Round 3","1978"
"220","Aston Villa","Eng","Athletic Bilbao","Esp","1-1","UEFA CUP","Round 3","1978"
"221","SC Bastia","Fra","Torino","Ita","2-1","UEFA CUP","Round 3","1978"
"222","SC Bastia","Fra","Torino","Ita","3-2","UEFA CUP","Round 3","1978"
"223","Carl Zeiss Jena","GDR","Standard Liège","Bel","2-0","UEFA CUP","Round 3","1978"
"224","Carl Zeiss Jena","GDR","Standard Liège","Bel","2-1","UEFA CUP","Round 3","1978"
"225","Eintracht Frankfurt","Ger","Bayern München","Ger","4-0","UEFA CUP","Round 3","1978"
"226","Eintracht Frankfurt","Ger","Bayern München","Ger","2-1","UEFA CUP","Round 3","1978"
"227","Ipswich Town","Eng","FC Barcelona","Esp","3-0","UEFA CUP","Round 3","1978"
"228","Ipswich Town","Eng","FC Barcelona","Esp","0-3","UEFA CUP","Round 3","1978"
"229","1.FC Magdeburg","GDR","RC Lens","Fra","4-0","UEFA CUP","Round 3","1978"
"230","1.FC Magdeburg","GDR","RC Lens","Fra","0-2","UEFA CUP","Round 3","1978"
"231","PSV Eindhoven","Ned","Eintracht Braunschweig","Ger","2-0","UEFA CUP","Round 3","1978"
"232","PSV Eindhoven","Ned","Eintracht Braunschweig","Ger","2-1","UEFA CUP","Round 3","1978"
"233","Dinamo Tbilisi","URS","Grasshoppers Zürich","Sui","1-0","UEFA CUP","Round 3","1978"
"234","Dinamo Tbilisi","URS","Grasshoppers Zürich","Sui","0-4","UEFA CUP","Round 3","1978"
"235","Aston Villa","Eng","FC Barcelona","Esp","2-2","UEFA CUP","Quarter Finals","1978"
"236","Aston Villa","Eng","FC Barcelona","Esp","1-2","UEFA CUP","Quarter Finals","1978"
"237","SC Bastia","Fra","Carl Zeiss Jena","GDR","7-2","UEFA CUP","Quarter Finals","1978"
"238","SC Bastia","Fra","Carl Zeiss Jena","GDR","2-4","UEFA CUP","Quarter Finals","1978"
"239","1.FC Magdeburg","GDR","PSV Eindhoven","Ned","1-0","UEFA CUP","Quarter Finals","1978"
"240","1.FC Magdeburg","GDR","PSV Eindhoven","Ned","2-4","UEFA CUP","Quarter Finals","1978"
"241","Eintracht Frankfurt","Ger","Grasshoppers Zürich","Sui","3-2","UEFA CUP","Quarter Finals","1978"
"242","Eintracht Frankfurt","Ger","Grasshoppers Zürich","Sui","0-1","UEFA CUP","Quarter Finals","1978"
"243","Grasshoppers Zürich","Sui","SC Bastia","Fra","3-2","UEFA CUP","Semi Finals","1978"
"244","Grasshoppers Zürich","Sui","SC Bastia","Fra","0-1","UEFA CUP","Semi Finals","1978"
"245","PSV Eindhoven","Ned","FC Barcelona","Esp","3-0","UEFA CUP","Semi Finals","1978"
"246","PSV Eindhoven","Ned","FC Barcelona","Esp","1-3","UEFA CUP","Semi Finals","1978"
"247","SC Bastia","Fra","PSV Eindhoven","Ned","0-0","UEFA CUP","Final","1978"
"248","SC Bastia","Fra","PSV Eindhoven","Ned","0-3","UEFA CUP","Final","1978"
