"","home.team","home.ctry","away.team","away.ctry","match","tournament","round",""
"56","Dunfermline Athletic","Sco","APOEL Nicosia","Cyp","10-1","CUP WINNERS CUP","Round 1","1969"
"57","Dunfermline Athletic","Sco","APOEL Nicosia","Cyp","2-0","CUP WINNERS CUP","Round 1","1969"
"58","Randers Freja","Den","Shamrock Rovers","Irl","1-0","CUP WINNERS CUP","Round 1","1969"
"59","Randers Freja","Den","Shamrock Rovers","Irl","2-1","CUP WINNERS CUP","Round 1","1969"
"60","Girondins Bordeaux","Fra","1.FC Köln","Ger","2-1","CUP WINNERS CUP","Round 1","1969"
"61","Girondins Bordeaux","Fra","1.FC Köln","Ger","0-3","CUP WINNERS CUP","Round 1","1969"
"62","Cardiff City","Wal","FC Porto","Por","2-2","CUP WINNERS CUP","Round 1","1969"
"63","Cardiff City","Wal","FC Porto","Por","1-2","CUP WINNERS CUP","Round 1","1969"
"64","Olympiakos Piraeus","Gre","KR Reykjavik","Isl","2-0","CUP WINNERS CUP","Round 1","1969"
"65","Olympiakos Piraeus","Gre","KR Reykjavik","Isl","2-0","CUP WINNERS CUP","Round 1","1969"
"66","Crusaders Belfast","Nir","IFK Norrköping","Swe","2-2","CUP WINNERS CUP","Round 1","1969"
"67","Crusaders Belfast","Nir","IFK Norrköping","Swe","1-4","CUP WINNERS CUP","Round 1","1969"
"68","US Rumelange","Lux","Sliema Wanderers","Mlt","2-1","CUP WINNERS CUP","Round 1","1969"
"69","US Rumelange","Lux","Sliema Wanderers","Mlt","0-1","CUP WINNERS CUP","Round 1","1969"
"70","ADO Den Haag","Ned","Grazer AK","Aut","4-1","CUP WINNERS CUP","Round 1","1969"
"71","ADO Den Haag","Ned","Grazer AK","Aut","2-0","CUP WINNERS CUP","Round 1","1969"
"72","FC Lugano","Sui","FC Barcelona","Esp","0-1","CUP WINNERS CUP","Round 1","1969"
"73","FC Lugano","Sui","FC Barcelona","Esp","0-3","CUP WINNERS CUP","Round 1","1969"
"74","Slovan Bratislava","TCH","FK Bor","YUG","3-0","CUP WINNERS CUP","Round 1","1969"
"75","Slovan Bratislava","TCH","FK Bor","YUG","0-2","CUP WINNERS CUP","Round 1","1969"
"76","Altay Izmir","Tur","Lyn Oslo","Nor","3-1","CUP WINNERS CUP","Round 1","1969"
"77","Altay Izmir","Tur","Lyn Oslo","Nor","1-4","CUP WINNERS CUP","Round 1","1969"
"78","Randers Freja","Den","Sliema Wanderers","Mlt","6-0","CUP WINNERS CUP","Round 2","1969"
"79","Randers Freja","Den","Sliema Wanderers","Mlt","2-0","CUP WINNERS CUP","Round 2","1969"
"80","Dunfermline Athletic","Sco","Olympiakos Piraeus","Gre","4-0","CUP WINNERS CUP","Round 2","1969"
"81","Dunfermline Athletic","Sco","Olympiakos Piraeus","Gre","0-3","CUP WINNERS CUP","Round 2","1969"
"82","Lyn Oslo","Nor","IFK Norrköping","Swe","2-0","CUP WINNERS CUP","Round 2","1969"
"83","Lyn Oslo","Nor","IFK Norrköping","Swe","2-3","CUP WINNERS CUP","Round 2","1969"
"84","ADO Den Haag","Ned","1.FC Köln","Ger","0-1","CUP WINNERS CUP","Round 2","1969"
"85","ADO Den Haag","Ned","1.FC Köln","Ger","0-3","CUP WINNERS CUP","Round 2","1969"
"86","FC Porto","Por","Slovan Bratislava","TCH","1-0","CUP WINNERS CUP","Round 2","1969"
"87","FC Porto","Por","Slovan Bratislava","TCH","0-4","CUP WINNERS CUP","Round 2","1969"
"88","Dinamo Bucuresti","Rom","West Bromwich Albion","Eng","1-1","CUP WINNERS CUP","Round 2","1969"
"89","Dinamo Bucuresti","Rom","West Bromwich Albion","Eng","0-4","CUP WINNERS CUP","Round 2","1969"
"90","Dunfermline Athletic","Sco","West Bromwich Albion","Eng","0-0","CUP WINNERS CUP","Quarter Finals","1969"
"91","Dunfermline Athletic","Sco","West Bromwich Albion","Eng","1-0","CUP WINNERS CUP","Quarter Finals","1969"
"92","FC Barcelona","Esp","Lyn Oslo","Nor","3-2","CUP WINNERS CUP","Quarter Finals","1969"
"93","FC Barcelona","Esp","Lyn Oslo","Nor","2-2","CUP WINNERS CUP","Quarter Finals","1969"
"94","Torino","Ita","Slovan Bratislava","TCH","0-1","CUP WINNERS CUP","Quarter Finals","1969"
"95","Torino","Ita","Slovan Bratislava","TCH","1-2","CUP WINNERS CUP","Quarter Finals","1969"
"96","1.FC Köln","Ger","Randers Freja","Den","2-1","CUP WINNERS CUP","Quarter Finals","1969"
"97","1.FC Köln","Ger","Randers Freja","Den","3-0","CUP WINNERS CUP","Quarter Finals","1969"
"98","Dunfermline Athletic","Sco","Slovan Bratislava","TCH","1-1","CUP WINNERS CUP","Semi Finals","1969"
"99","Dunfermline Athletic","Sco","Slovan Bratislava","TCH","0-1","CUP WINNERS CUP","Semi Finals","1969"
"100","1.FC Köln","Ger","FC Barcelona","Esp","2-2","CUP WINNERS CUP","Semi Finals","1969"
"101","1.FC Köln","Ger","FC Barcelona","Esp","1-4","CUP WINNERS CUP","Semi Finals","1969"
"102","Slovan Bratislava","TCH","FC Barcelona","Esp","3-2","CUP WINNERS CUP","Final","1969"
"103","Chelsea","Eng","Greenock Morton","Sco","5-0","INTER-CITIES FAIRS CUP","Round 1","1969"
"104","Chelsea","Eng","Greenock Morton","Sco","4-3","INTER-CITIES FAIRS CUP","Round 1","1969"
"105","Newcastle United","Eng","Feyenoord","Ned","4-0","INTER-CITIES FAIRS CUP","Round 1","1969"
"106","Newcastle United","Eng","Feyenoord","Ned","0-2","INTER-CITIES FAIRS CUP","Round 1","1969"
"107","Wacker Innsbruck","Aut","Eintracht Frankfurt","Ger","2-2","INTER-CITIES FAIRS CUP","Round 1","1969"
"108","Wacker Innsbruck","Aut","Eintracht Frankfurt","Ger","0-3","INTER-CITIES FAIRS CUP","Round 1","1969"
"109","Wiener Sportklub","Aut","Slavia Praha","TCH","1-0","INTER-CITIES FAIRS CUP","Round 1","1969"
"110","Wiener Sportklub","Aut","Slavia Praha","TCH","0-5","INTER-CITIES FAIRS CUP","Round 1","1969"
"111","Beerschot VAV","Bel","DWS Amsterdam","Ned","1-1","INTER-CITIES FAIRS CUP","Round 1","1969"
"112","Beerschot VAV","Bel","DWS Amsterdam","Ned","1-2","INTER-CITIES FAIRS CUP","Round 1","1969"
"113","Standard Liège","Bel","Leeds United","Eng","0-0","INTER-CITIES FAIRS CUP","Round 1","1969"
"114","Standard Liège","Bel","Leeds United","Eng","2-3","INTER-CITIES FAIRS CUP","Round 1","1969"
"115","Daring CB","Bel","Panathinaikos","Gre","2-1","INTER-CITIES FAIRS CUP","Round 1","1969"
"116","Daring CB","Bel","Panathinaikos","Gre","0-2","INTER-CITIES FAIRS CUP","Round 1","1969"
"117","Trakia Plovdiv","Bul","Real Zaragoza","Esp","3-1","INTER-CITIES FAIRS CUP","Round 1","1969"
"118","Trakia Plovdiv","Bul","Real Zaragoza","Esp","0-2","INTER-CITIES FAIRS CUP","Round 1","1969"
"119","Slavia Sofia","Bul","Aberdeen","Sco","0-0","INTER-CITIES FAIRS CUP","Round 1","1969"
"120","Slavia Sofia","Bul","Aberdeen","Sco","0-2","INTER-CITIES FAIRS CUP","Round 1","1969"
"121","Glasgow Rangers","Sco","Vojvodina Novi Sad","YUG","2-0","INTER-CITIES FAIRS CUP","Round 1","1969"
"122","Glasgow Rangers","Sco","Vojvodina Novi Sad","YUG","0-1","INTER-CITIES FAIRS CUP","Round 1","1969"
"123","Athletic Bilbao","Esp","Liverpool","Eng","2-1","INTER-CITIES FAIRS CUP","Round 1","1969"
"124","Athletic Bilbao","Esp","Liverpool","Eng","1-2","INTER-CITIES FAIRS CUP","Round 1","1969"
"125","Atlético Madrid","Esp","Waregem","Bel","2-1","INTER-CITIES FAIRS CUP","Round 1","1969"
"126","Atlético Madrid","Esp","Waregem","Bel","0-1","INTER-CITIES FAIRS CUP","Round 1","1969"
"127","Olympique Lyon","Fra","Académica Coimbra","Por","1-0","INTER-CITIES FAIRS CUP","Round 1","1969"
"128","Olympique Lyon","Fra","Académica Coimbra","Por","0-1","INTER-CITIES FAIRS CUP","Round 1","1969"
"129","FC Metz","Fra","Hamburger SV","Ger","1-4","INTER-CITIES FAIRS CUP","Round 1","1969"
"130","FC Metz","Fra","Hamburger SV","Ger","2-3","INTER-CITIES FAIRS CUP","Round 1","1969"
"131","Aris Thessaloniki","Gre","Hibernians FC","Mlt","1-0","INTER-CITIES FAIRS CUP","Round 1","1969"
"132","Aris Thessaloniki","Gre","Hibernians FC","Mlt","6-0","INTER-CITIES FAIRS CUP","Round 1","1969"
"133","Bologna","Ita","FC Basel","Sui","4-1","INTER-CITIES FAIRS CUP","Round 1","1969"
"134","Bologna","Ita","FC Basel","Sui","2-1","INTER-CITIES FAIRS CUP","Round 1","1969"
"135","Napoli","Ita","Grasshoppers Zürich","Sui","3-1","INTER-CITIES FAIRS CUP","Round 1","1969"
"136","Napoli","Ita","Grasshoppers Zürich","Sui","0-1","INTER-CITIES FAIRS CUP","Round 1","1969"
"137","Skeid Oslo","Nor","AIK Stockholm","Swe","1-1","INTER-CITIES FAIRS CUP","Round 1","1969"
"138","Skeid Oslo","Nor","AIK Stockholm","Swe","1-2","INTER-CITIES FAIRS CUP","Round 1","1969"
"139","DOS Utrecht","Ned","Dundalk","Irl","1-1","INTER-CITIES FAIRS CUP","Round 1","1969"
"140","DOS Utrecht","Ned","Dundalk","Irl","1-2","INTER-CITIES FAIRS CUP","Round 1","1969"
"141","Legia Warsaw","Pol","TSV 1860 München","Ger","6-0","INTER-CITIES FAIRS CUP","Round 1","1969"
"142","Legia Warsaw","Pol","TSV 1860 München","Ger","3-2","INTER-CITIES FAIRS CUP","Round 1","1969"
"143","Sporting CP Lisbon","Por","Valencia","Esp","4-0","INTER-CITIES FAIRS CUP","Round 1","1969"
"144","Sporting CP Lisbon","Por","Valencia","Esp","1-4","INTER-CITIES FAIRS CUP","Round 1","1969"
"145","Leixões SC","Por","Arges Pitesti","Rom","1-1","INTER-CITIES FAIRS CUP","Round 1","1969"
"146","Leixões SC","Por","Arges Pitesti","Rom","0-0","INTER-CITIES FAIRS CUP","Round 1","1969"
"147","Vitória Setúbal","Por","Linfield Belfast","Nir","3-0","INTER-CITIES FAIRS CUP","Round 1","1969"
"148","Vitória Setúbal","Por","Linfield Belfast","Nir","3-1","INTER-CITIES FAIRS CUP","Round 1","1969"
"149","Hannover 96","Ger","B1909 Odense","Den","3-2","INTER-CITIES FAIRS CUP","Round 1","1969"
"150","Hannover 96","Ger","B1909 Odense","Den","1-0","INTER-CITIES FAIRS CUP","Round 1","1969"
"151","Rapid Bucuresti","Rom","OFK Belgrade","YUG","3-1","INTER-CITIES FAIRS CUP","Round 1","1969"
"152","Rapid Bucuresti","Rom","OFK Belgrade","YUG","1-6","INTER-CITIES FAIRS CUP","Round 1","1969"
"153","Lausanne Sports","Sui","Juventus","Ita","0-2","INTER-CITIES FAIRS CUP","Round 1","1969"
"154","Lausanne Sports","Sui","Juventus","Ita","0-2","INTER-CITIES FAIRS CUP","Round 1","1969"
"155","Göztepe","Tur","Olympique Marseille","Fra","2-0","INTER-CITIES FAIRS CUP","Round 1","1969"
"156","Göztepe","Tur","Olympique Marseille","Fra","0-2","INTER-CITIES FAIRS CUP","Round 1","1969"
"157","Olimpija Ljubljana","YUG","Hibernian","Sco","0-3","INTER-CITIES FAIRS CUP","Round 1","1969"
"158","Olimpija Ljubljana","YUG","Hibernian","Sco","1-2","INTER-CITIES FAIRS CUP","Round 1","1969"
"159","Dinamo Zagreb","YUG","Fiorentina","Ita","1-1","INTER-CITIES FAIRS CUP","Round 1","1969"
"160","Dinamo Zagreb","YUG","Fiorentina","Ita","1-2","INTER-CITIES FAIRS CUP","Round 1","1969"
"161","Hansa Rostock","GDR","OGC Nice","Fra","3-0","INTER-CITIES FAIRS CUP","Round 1","1969"
"162","Hansa Rostock","GDR","OGC Nice","Fra","1-2","INTER-CITIES FAIRS CUP","Round 1","1969"
"163","Leeds United","Eng","Napoli","Ita","2-0","INTER-CITIES FAIRS CUP","Round 2","1969"
"164","Leeds United","Eng","Napoli","Ita","0-2","INTER-CITIES FAIRS CUP","Round 2","1969"
"165","Chelsea","Eng","DWS Amsterdam","Ned","0-0","INTER-CITIES FAIRS CUP","Round 2","1969"
"166","Chelsea","Eng","DWS Amsterdam","Ned","0-0","INTER-CITIES FAIRS CUP","Round 2","1969"
"167","Waregem","Bel","Legia Warsaw","Pol","1-0","INTER-CITIES FAIRS CUP","Round 2","1969"
"168","Waregem","Bel","Legia Warsaw","Pol","0-2","INTER-CITIES FAIRS CUP","Round 2","1969"
"169","Aberdeen","Sco","Real Zaragoza","Esp","2-1","INTER-CITIES FAIRS CUP","Round 2","1969"
"170","Aberdeen","Sco","Real Zaragoza","Esp","0-3","INTER-CITIES FAIRS CUP","Round 2","1969"
"171","Hibernian","Sco","Lokomotive Leipzig","GDR","3-1","INTER-CITIES FAIRS CUP","Round 2","1969"
"172","Hibernian","Sco","Lokomotive Leipzig","GDR","1-0","INTER-CITIES FAIRS CUP","Round 2","1969"
"173","Glasgow Rangers","Sco","Dundalk","Irl","6-1","INTER-CITIES FAIRS CUP","Round 2","1969"
"174","Glasgow Rangers","Sco","Dundalk","Irl","3-0","INTER-CITIES FAIRS CUP","Round 2","1969"
"175","Panathinaikos","Gre","Athletic Bilbao","Esp","0-0","INTER-CITIES FAIRS CUP","Round 2","1969"
"176","Panathinaikos","Gre","Athletic Bilbao","Esp","0-1","INTER-CITIES FAIRS CUP","Round 2","1969"
"177","Aris Thessaloniki","Gre","Újpest Dózsa","Hun","1-2","INTER-CITIES FAIRS CUP","Round 2","1969"
"178","Aris Thessaloniki","Gre","Újpest Dózsa","Hun","1-9","INTER-CITIES FAIRS CUP","Round 2","1969"
"179","Juventus","Ita","Eintracht Frankfurt","Ger","0-0","INTER-CITIES FAIRS CUP","Round 2","1969"
"180","Juventus","Ita","Eintracht Frankfurt","Ger","0-1","INTER-CITIES FAIRS CUP","Round 2","1969"
"181","Sporting CP Lisbon","Por","Newcastle United","Eng","1-1","INTER-CITIES FAIRS CUP","Round 2","1969"
"182","Sporting CP Lisbon","Por","Newcastle United","Eng","0-1","INTER-CITIES FAIRS CUP","Round 2","1969"
"183","Vitória Setúbal","Por","Olympique Lyon","Fra","5-0","INTER-CITIES FAIRS CUP","Round 2","1969"
"184","Vitória Setúbal","Por","Olympique Lyon","Fra","2-1","INTER-CITIES FAIRS CUP","Round 2","1969"
"185","Hamburger SV","Ger","Slavia Praha","TCH","4-1","INTER-CITIES FAIRS CUP","Round 2","1969"
"186","Hamburger SV","Ger","Slavia Praha","TCH","1-3","INTER-CITIES FAIRS CUP","Round 2","1969"
"187","AIK Stockholm","Swe","Hannover 96","Ger","4-2","INTER-CITIES FAIRS CUP","Round 2","1969"
"188","AIK Stockholm","Swe","Hannover 96","Ger","2-5","INTER-CITIES FAIRS CUP","Round 2","1969"
"189","Göztepe","Tur","Arges Pitesti","Rom","3-0","INTER-CITIES FAIRS CUP","Round 2","1969"
"190","Göztepe","Tur","Arges Pitesti","Rom","2-3","INTER-CITIES FAIRS CUP","Round 2","1969"
"191","OFK Belgrade","YUG","Bologna","Ita","1-0","INTER-CITIES FAIRS CUP","Round 2","1969"
"192","OFK Belgrade","YUG","Bologna","Ita","1-1","INTER-CITIES FAIRS CUP","Round 2","1969"
"193","Hansa Rostock","GDR","Fiorentina","Ita","3-2","INTER-CITIES FAIRS CUP","Round 2","1969"
"194","Hansa Rostock","GDR","Fiorentina","Ita","1-2","INTER-CITIES FAIRS CUP","Round 2","1969"
"195","Leeds United","Eng","Hannover 96","Ger","5-1","INTER-CITIES FAIRS CUP","Round 3","1969"
"196","Leeds United","Eng","Hannover 96","Ger","2-1","INTER-CITIES FAIRS CUP","Round 3","1969"
"197","Athletic Bilbao","Esp","Eintracht Frankfurt","Ger","1-0","INTER-CITIES FAIRS CUP","Round 3","1969"
"198","Athletic Bilbao","Esp","Eintracht Frankfurt","Ger","1-1","INTER-CITIES FAIRS CUP","Round 3","1969"
"199","Real Zaragoza","Esp","Newcastle United","Eng","3-2","INTER-CITIES FAIRS CUP","Round 3","1969"
"200","Real Zaragoza","Esp","Newcastle United","Eng","1-2","INTER-CITIES FAIRS CUP","Round 3","1969"
"201","DWS Amsterdam","Ned","Glasgow Rangers","Sco","0-2","INTER-CITIES FAIRS CUP","Round 3","1969"
"202","DWS Amsterdam","Ned","Glasgow Rangers","Sco","1-2","INTER-CITIES FAIRS CUP","Round 3","1969"
"203","Legia Warsaw","Pol","Újpest Dózsa","Hun","0-1","INTER-CITIES FAIRS CUP","Round 3","1969"
"204","Legia Warsaw","Pol","Újpest Dózsa","Hun","2-2","INTER-CITIES FAIRS CUP","Round 3","1969"
"205","Vitória Setúbal","Por","Fiorentina","Ita","3-0","INTER-CITIES FAIRS CUP","Round 3","1969"
"206","Vitória Setúbal","Por","Fiorentina","Ita","1-2","INTER-CITIES FAIRS CUP","Round 3","1969"
"207","Hamburger SV","Ger","Hibernian","Sco","1-0","INTER-CITIES FAIRS CUP","Round 3","1969"
"208","Hamburger SV","Ger","Hibernian","Sco","1-2","INTER-CITIES FAIRS CUP","Round 3","1969"
"209","OFK Belgrade","YUG","Göztepe","Tur","3-1","INTER-CITIES FAIRS CUP","Round 3","1969"
"210","OFK Belgrade","YUG","Göztepe","Tur","0-2","INTER-CITIES FAIRS CUP","Round 3","1969"
"211","Leeds United","Eng","Újpest Dózsa","Hun","0-1","INTER-CITIES FAIRS CUP","Quarter Finals","1969"
"212","Leeds United","Eng","Újpest Dózsa","Hun","0-2","INTER-CITIES FAIRS CUP","Quarter Finals","1969"
"213","Newcastle United","Eng","Vitória Setúbal","Por","5-1","INTER-CITIES FAIRS CUP","Quarter Finals","1969"
"214","Newcastle United","Eng","Vitória Setúbal","Por","1-3","INTER-CITIES FAIRS CUP","Quarter Finals","1969"
"215","Glasgow Rangers","Sco","Athletic Bilbao","Esp","4-1","INTER-CITIES FAIRS CUP","Quarter Finals","1969"
"216","Glasgow Rangers","Sco","Athletic Bilbao","Esp","0-2","INTER-CITIES FAIRS CUP","Quarter Finals","1969"
"217","Glasgow Rangers","Sco","Newcastle United","Eng","0-0","INTER-CITIES FAIRS CUP","Semi Finals","1969"
"218","Glasgow Rangers","Sco","Newcastle United","Eng","0-2","INTER-CITIES FAIRS CUP","Semi Finals","1969"
"219","Göztepe","Tur","Újpest Dózsa","Hun","1-4","INTER-CITIES FAIRS CUP","Semi Finals","1969"
"220","Göztepe","Tur","Újpest Dózsa","Hun","0-4","INTER-CITIES FAIRS CUP","Semi Finals","1969"
"221","Newcastle United","Eng","Újpest Dózsa","Hun","3-0","INTER-CITIES FAIRS CUP","Final","1969"
"222","Newcastle United","Eng","Újpest Dózsa","Hun","3-2","INTER-CITIES FAIRS CUP","Final","1969"
