"","home.team","home.ctry","away.team","away.ctry","match","tournament","round",""
"62","Valur Reykjavik","Isl","Standard Liège","Bel","1-1","CUP WINNERS CUP","Qualifying Round","1967"
"63","Valur Reykjavik","Isl","Standard Liège","Bel","1-8","CUP WINNERS CUP","Qualifying Round","1967"
"64","Tatran Presov","TCH","Bayern München","Ger","1-1","CUP WINNERS CUP","Round 1","1967"
"65","Tatran Presov","TCH","Bayern München","Ger","2-3","CUP WINNERS CUP","Round 1","1967"
"66","Shamrock Rovers","Irl","CA Spora Luxembourg","Lux","4-1","CUP WINNERS CUP","Round 1","1967"
"67","Shamrock Rovers","Irl","CA Spora Luxembourg","Lux","4-1","CUP WINNERS CUP","Round 1","1967"
"68","OFK Belgrade","YUG","Spartak Moscow","URS","1-3","CUP WINNERS CUP","Round 1","1967"
"69","OFK Belgrade","YUG","Spartak Moscow","URS","0-3","CUP WINNERS CUP","Round 1","1967"
"70","Rapid Wien","Aut","Galatasaray","Tur","4-0","CUP WINNERS CUP","Round 1","1967"
"71","Rapid Wien","Aut","Galatasaray","Tur","5-3","CUP WINNERS CUP","Round 1","1967"
"72","Fiorentina","Ita","ETO Györ","Hun","1-0","CUP WINNERS CUP","Round 1","1967"
"73","Fiorentina","Ita","ETO Györ","Hun","2-4","CUP WINNERS CUP","Round 1","1967"
"74","AEK Athens","Gre","Sporting Braga","Por","0-1","CUP WINNERS CUP","Round 1","1967"
"75","AEK Athens","Gre","Sporting Braga","Por","2-3","CUP WINNERS CUP","Round 1","1967"
"76","Chemie Leipzig","GDR","Legia Warsaw","Pol","3-0","CUP WINNERS CUP","Round 1","1967"
"77","Chemie Leipzig","GDR","Legia Warsaw","Pol","2-2","CUP WINNERS CUP","Round 1","1967"
"78","Standard Liège","Bel","Apollon Limassol","Cyp","5-1","CUP WINNERS CUP","Round 1","1967"
"79","Standard Liège","Bel","Apollon Limassol","Cyp","1-0","CUP WINNERS CUP","Round 1","1967"
"80","Swansea City","Wal","Slavia Sofia","Bul","1-1","CUP WINNERS CUP","Round 1","1967"
"81","Swansea City","Wal","Slavia Sofia","Bul","0-4","CUP WINNERS CUP","Round 1","1967"
"82","RC Strasbourg","Fra","Steaua Bucuresti","Rom","1-0","CUP WINNERS CUP","Round 1","1967"
"83","RC Strasbourg","Fra","Steaua Bucuresti","Rom","1-1","CUP WINNERS CUP","Round 1","1967"
"84","Floriana","Mlt","Sparta Rotterdam","Ned","1-1","CUP WINNERS CUP","Round 1","1967"
"85","Floriana","Mlt","Sparta Rotterdam","Ned","0-6","CUP WINNERS CUP","Round 1","1967"
"86","Servette FC Genève","Sui","AIFK Turku","Fin","1-1","CUP WINNERS CUP","Round 1","1967"
"87","Servette FC Genève","Sui","AIFK Turku","Fin","2-1","CUP WINNERS CUP","Round 1","1967"
"88","Skeid Oslo","Nor","Real Zaragoza","Esp","3-2","CUP WINNERS CUP","Round 1","1967"
"89","Skeid Oslo","Nor","Real Zaragoza","Esp","1-3","CUP WINNERS CUP","Round 1","1967"
"90","AaB Aalborg","Den","Everton","Eng","0-0","CUP WINNERS CUP","Round 1","1967"
"91","AaB Aalborg","Den","Everton","Eng","1-2","CUP WINNERS CUP","Round 1","1967"
"92","Glentoran","Nir","Glasgow Rangers","Sco","1-1","CUP WINNERS CUP","Round 1","1967"
"93","Glentoran","Nir","Glasgow Rangers","Sco","0-4","CUP WINNERS CUP","Round 1","1967"
"94","Shamrock Rovers","Irl","Bayern München","Ger","1-1","CUP WINNERS CUP","Round 2","1967"
"95","Shamrock Rovers","Irl","Bayern München","Ger","2-3","CUP WINNERS CUP","Round 2","1967"
"96","Spartak Moscow","URS","Rapid Wien","Aut","1-1","CUP WINNERS CUP","Round 2","1967"
"97","Spartak Moscow","URS","Rapid Wien","Aut","0-1","CUP WINNERS CUP","Round 2","1967"
"98","ETO Györ","Hun","Sporting Braga","Por","3-0","CUP WINNERS CUP","Round 2","1967"
"99","ETO Györ","Hun","Sporting Braga","Por","0-2","CUP WINNERS CUP","Round 2","1967"
"100","Chemie Leipzig","GDR","Standard Liège","Bel","2-1","CUP WINNERS CUP","Round 2","1967"
"101","Chemie Leipzig","GDR","Standard Liège","Bel","0-1","CUP WINNERS CUP","Round 2","1967"
"102","RC Strasbourg","Fra","Slavia Sofia","Bul","1-0","CUP WINNERS CUP","Round 2","1967"
"103","RC Strasbourg","Fra","Slavia Sofia","Bul","0-2","CUP WINNERS CUP","Round 2","1967"
"104","Servette FC Genève","Sui","Sparta Rotterdam","Ned","2-0","CUP WINNERS CUP","Round 2","1967"
"105","Servette FC Genève","Sui","Sparta Rotterdam","Ned","0-1","CUP WINNERS CUP","Round 2","1967"
"106","Real Zaragoza","Esp","Everton","Eng","2-0","CUP WINNERS CUP","Round 2","1967"
"107","Real Zaragoza","Esp","Everton","Eng","0-1","CUP WINNERS CUP","Round 2","1967"
"108","Glasgow Rangers","Sco","Borussia Dortmund","Ger","2-1","CUP WINNERS CUP","Round 2","1967"
"109","Glasgow Rangers","Sco","Borussia Dortmund","Ger","0-0","CUP WINNERS CUP","Round 2","1967"
"110","Rapid Wien","Aut","Bayern München","Ger","1-0","CUP WINNERS CUP","Quarter Finals","1967"
"111","Rapid Wien","Aut","Bayern München","Ger","0-2","CUP WINNERS CUP","Quarter Finals","1967"
"112","ETO Györ","Hun","Standard Liège","Bel","2-1","CUP WINNERS CUP","Quarter Finals","1967"
"113","ETO Györ","Hun","Standard Liège","Bel","0-2","CUP WINNERS CUP","Quarter Finals","1967"
"114","Servette FC Genève","Sui","Slavia Sofia","Bul","1-0","CUP WINNERS CUP","Quarter Finals","1967"
"115","Servette FC Genève","Sui","Slavia Sofia","Bul","0-3","CUP WINNERS CUP","Quarter Finals","1967"
"116","Glasgow Rangers","Sco","Real Zaragoza","Esp","2-0","CUP WINNERS CUP","Quarter Finals","1967"
"117","Glasgow Rangers","Sco","Real Zaragoza","Esp","0-2","CUP WINNERS CUP","Quarter Finals","1967"
"118","Bayern München","Ger","Standard Liège","Bel","2-0","CUP WINNERS CUP","Semi Finals","1967"
"119","Bayern München","Ger","Standard Liège","Bel","3-1","CUP WINNERS CUP","Semi Finals","1967"
"120","Slavia Sofia","Bul","Glasgow Rangers","Sco","0-1","CUP WINNERS CUP","Semi Finals","1967"
"121","Slavia Sofia","Bul","Glasgow Rangers","Sco","0-1","CUP WINNERS CUP","Semi Finals","1967"
"122","Bayern München","Ger","Glasgow Rangers","Sco","1-0","CUP WINNERS CUP","Final","1967"
"123","Spartak Brno","TCH","Dinamo Zagreb","YUG","2-0","INTER-CITIES FAIRS CUP","Round 1","1967"
"124","Spartak Brno","TCH","Dinamo Zagreb","YUG","0-2","INTER-CITIES FAIRS CUP","Round 1","1967"
"125","Frigg Oslo","Nor","Dunfermline Athletic","Sco","1-3","INTER-CITIES FAIRS CUP","Round 1","1967"
"126","Frigg Oslo","Nor","Dunfermline Athletic","Sco","1-3","INTER-CITIES FAIRS CUP","Round 1","1967"
"127","Dinamo Pitesti","Rom","Sevilla","Esp","2-0","INTER-CITIES FAIRS CUP","Round 1","1967"
"128","Dinamo Pitesti","Rom","Sevilla","Esp","2-2","INTER-CITIES FAIRS CUP","Round 1","1967"
"129","Aris Thessaloniki","Gre","Juventus","Ita","0-2","INTER-CITIES FAIRS CUP","Round 1","1967"
"130","Aris Thessaloniki","Gre","Juventus","Ita","0-5","INTER-CITIES FAIRS CUP","Round 1","1967"
"131","Wiener Sportklub","Aut","Napoli","Ita","1-2","INTER-CITIES FAIRS CUP","Round 1","1967"
"132","Wiener Sportklub","Aut","Napoli","Ita","1-3","INTER-CITIES FAIRS CUP","Round 1","1967"
"133","VfB Stuttgart","Ger","Burnley FC","Eng","1-1","INTER-CITIES FAIRS CUP","Round 1","1967"
"134","VfB Stuttgart","Ger","Burnley FC","Eng","0-2","INTER-CITIES FAIRS CUP","Round 1","1967"
"135","Olimpija Ljubljana","YUG","Ferencváros","Hun","3-3","INTER-CITIES FAIRS CUP","Round 1","1967"
"136","Olimpija Ljubljana","YUG","Ferencváros","Hun","0-3","INTER-CITIES FAIRS CUP","Round 1","1967"
"137","OGC Nice","Fra","Örgryte Göteborg","Swe","2-2","INTER-CITIES FAIRS CUP","Round 1","1967"
"138","OGC Nice","Fra","Örgryte Göteborg","Swe","1-2","INTER-CITIES FAIRS CUP","Round 1","1967"
"139","Drumcondra FC","Irl","Eintracht Frankfurt","Ger","0-2","INTER-CITIES FAIRS CUP","Round 1","1967"
"140","Drumcondra FC","Irl","Eintracht Frankfurt","Ger","1-6","INTER-CITIES FAIRS CUP","Round 1","1967"
"141","FC Porto","Por","Girondins Bordeaux","Fra","2-1","INTER-CITIES FAIRS CUP","Round 1","1967"
"142","FC Porto","Por","Girondins Bordeaux","Fra","1-2","INTER-CITIES FAIRS CUP","Round 1","1967"
"143","Union Luxembourg","Lux","Royal Antwerp","Bel","0-1","INTER-CITIES FAIRS CUP","Round 1","1967"
"144","Union Luxembourg","Lux","Royal Antwerp","Bel","0-1","INTER-CITIES FAIRS CUP","Round 1","1967"
"145","Djurgårdens IF","Swe","Lokomotive Leipzig","GDR","1-3","INTER-CITIES FAIRS CUP","Round 1","1967"
"146","Djurgårdens IF","Swe","Lokomotive Leipzig","GDR","1-2","INTER-CITIES FAIRS CUP","Round 1","1967"
"147","Göztepe","Tur","Bologna","Ita","1-2","INTER-CITIES FAIRS CUP","Round 1","1967"
"148","Göztepe","Tur","Bologna","Ita","1-3","INTER-CITIES FAIRS CUP","Round 1","1967"
"149","DOS Utrecht","Ned","FC Basel","Sui","2-1","INTER-CITIES FAIRS CUP","Round 1","1967"
"150","DOS Utrecht","Ned","FC Basel","Sui","2-2","INTER-CITIES FAIRS CUP","Round 1","1967"
"151","Red Star Belgrade","YUG","Athletic Bilbao","Esp","5-0","INTER-CITIES FAIRS CUP","Round 1","1967"
"152","Red Star Belgrade","YUG","Athletic Bilbao","Esp","0-2","INTER-CITIES FAIRS CUP","Round 1","1967"
"153","1.FC Nürnberg","Ger","Valencia","Esp","1-2","INTER-CITIES FAIRS CUP","Round 1","1967"
"154","1.FC Nürnberg","Ger","Valencia","Esp","0-2","INTER-CITIES FAIRS CUP","Round 1","1967"
"155","Dunfermline Athletic","Sco","Dinamo Zagreb","YUG","4-2","INTER-CITIES FAIRS CUP","Round 2","1967"
"156","Dunfermline Athletic","Sco","Dinamo Zagreb","YUG","0-2","INTER-CITIES FAIRS CUP","Round 2","1967"
"157","Toulouse FC","Fra","Dinamo Pitesti","Rom","3-0","INTER-CITIES FAIRS CUP","Round 2","1967"
"158","Toulouse FC","Fra","Dinamo Pitesti","Rom","1-5","INTER-CITIES FAIRS CUP","Round 2","1967"
"159","FC Barcelona","Esp","Dundee United","Sco","1-2","INTER-CITIES FAIRS CUP","Round 2","1967"
"160","FC Barcelona","Esp","Dundee United","Sco","0-2","INTER-CITIES FAIRS CUP","Round 2","1967"
"161","Juventus","Ita","Vitória Setúbal","Por","3-1","INTER-CITIES FAIRS CUP","Round 2","1967"
"162","Juventus","Ita","Vitória Setúbal","Por","2-0","INTER-CITIES FAIRS CUP","Round 2","1967"
"163","Lausanne Sports","Sui","Burnley FC","Eng","1-3","INTER-CITIES FAIRS CUP","Round 2","1967"
"164","Lausanne Sports","Sui","Burnley FC","Eng","0-5","INTER-CITIES FAIRS CUP","Round 2","1967"
"165","B1909 Odense","Den","Napoli","Ita","1-4","INTER-CITIES FAIRS CUP","Round 2","1967"
"166","B1909 Odense","Den","Napoli","Ita","1-2","INTER-CITIES FAIRS CUP","Round 2","1967"
"167","Örgryte Göteborg","Swe","Ferencváros","Hun","0-0","INTER-CITIES FAIRS CUP","Round 2","1967"
"168","Örgryte Göteborg","Swe","Ferencváros","Hun","1-7","INTER-CITIES FAIRS CUP","Round 2","1967"
"169","Eintracht Frankfurt","Ger","Hvidovre IF","Den","5-1","INTER-CITIES FAIRS CUP","Round 2","1967"
"170","Eintracht Frankfurt","Ger","Hvidovre IF","Den","2-2","INTER-CITIES FAIRS CUP","Round 2","1967"
"171","Royal Antwerp","Bel","Kilmarnock","Sco","0-1","INTER-CITIES FAIRS CUP","Round 2","1967"
"172","Royal Antwerp","Bel","Kilmarnock","Sco","2-7","INTER-CITIES FAIRS CUP","Round 2","1967"
"173","AA Gent","Bel","Girondins Bordeaux","Fra","1-0","INTER-CITIES FAIRS CUP","Round 2","1967"
"174","AA Gent","Bel","Girondins Bordeaux","Fra","0-0","INTER-CITIES FAIRS CUP","Round 2","1967"
"175","Spartak Plovdiv","Bul","Benfica","Por","1-1","INTER-CITIES FAIRS CUP","Round 2","1967"
"176","Spartak Plovdiv","Bul","Benfica","Por","0-3","INTER-CITIES FAIRS CUP","Round 2","1967"
"177","Lokomotive Leipzig","GDR","FC Liège","Bel","0-0","INTER-CITIES FAIRS CUP","Round 2","1967"
"178","Lokomotive Leipzig","GDR","FC Liège","Bel","2-1","INTER-CITIES FAIRS CUP","Round 2","1967"
"179","Sparta Praha","TCH","Bologna","Ita","2-2","INTER-CITIES FAIRS CUP","Round 2","1967"
"180","Sparta Praha","TCH","Bologna","Ita","1-2","INTER-CITIES FAIRS CUP","Round 2","1967"
"181","DOS Utrecht","Ned","West Bromwich Albion","Eng","1-1","INTER-CITIES FAIRS CUP","Round 2","1967"
"182","DOS Utrecht","Ned","West Bromwich Albion","Eng","2-5","INTER-CITIES FAIRS CUP","Round 2","1967"
"183","Valencia","Esp","Red Star Belgrade","YUG","1-0","INTER-CITIES FAIRS CUP","Round 2","1967"
"184","Valencia","Esp","Red Star Belgrade","YUG","2-1","INTER-CITIES FAIRS CUP","Round 2","1967"
"185","DWS Amsterdam","Ned","Leeds United","Eng","1-3","INTER-CITIES FAIRS CUP","Round 2","1967"
"186","DWS Amsterdam","Ned","Leeds United","Eng","1-5","INTER-CITIES FAIRS CUP","Round 2","1967"
"187","Dinamo Pitesti","Rom","Dinamo Zagreb","YUG","0-1","INTER-CITIES FAIRS CUP","Round 3","1967"
"188","Dinamo Pitesti","Rom","Dinamo Zagreb","YUG","0-0","INTER-CITIES FAIRS CUP","Round 3","1967"
"189","Juventus","Ita","Dundee United","Sco","3-0","INTER-CITIES FAIRS CUP","Round 3","1967"
"190","Juventus","Ita","Dundee United","Sco","0-1","INTER-CITIES FAIRS CUP","Round 3","1967"
"191","Burnley FC","Eng","Napoli","Ita","3-0","INTER-CITIES FAIRS CUP","Round 3","1967"
"192","Burnley FC","Eng","Napoli","Ita","0-0","INTER-CITIES FAIRS CUP","Round 3","1967"
"193","Eintracht Frankfurt","Ger","Ferencváros","Hun","4-1","INTER-CITIES FAIRS CUP","Round 3","1967"
"194","Eintracht Frankfurt","Ger","Ferencváros","Hun","1-2","INTER-CITIES FAIRS CUP","Round 3","1967"
"195","Kilmarnock","Sco","AA Gent","Bel","1-0","INTER-CITIES FAIRS CUP","Round 3","1967"
"196","Kilmarnock","Sco","AA Gent","Bel","2-1","INTER-CITIES FAIRS CUP","Round 3","1967"
"197","Lokomotive Leipzig","GDR","Benfica","Por","3-1","INTER-CITIES FAIRS CUP","Round 3","1967"
"198","Lokomotive Leipzig","GDR","Benfica","Por","1-2","INTER-CITIES FAIRS CUP","Round 3","1967"
"199","Bologna","Ita","West Bromwich Albion","Eng","3-0","INTER-CITIES FAIRS CUP","Round 3","1967"
"200","Bologna","Ita","West Bromwich Albion","Eng","3-1","INTER-CITIES FAIRS CUP","Round 3","1967"
"201","Leeds United","Eng","Valencia","Esp","1-1","INTER-CITIES FAIRS CUP","Round 3","1967"
"202","Leeds United","Eng","Valencia","Esp","2-0","INTER-CITIES FAIRS CUP","Round 3","1967"
"203","Juventus","Ita","Dinamo Zagreb","YUG","2-2","INTER-CITIES FAIRS CUP","Quarter Finals","1967"
"204","Juventus","Ita","Dinamo Zagreb","YUG","0-3","INTER-CITIES FAIRS CUP","Quarter Finals","1967"
"205","Eintracht Frankfurt","Ger","Burnley FC","Eng","1-1","INTER-CITIES FAIRS CUP","Quarter Finals","1967"
"206","Eintracht Frankfurt","Ger","Burnley FC","Eng","2-1","INTER-CITIES FAIRS CUP","Quarter Finals","1967"
"207","Lokomotive Leipzig","GDR","Kilmarnock","Sco","1-0","INTER-CITIES FAIRS CUP","Quarter Finals","1967"
"208","Lokomotive Leipzig","GDR","Kilmarnock","Sco","0-2","INTER-CITIES FAIRS CUP","Quarter Finals","1967"
"209","Bologna","Ita","Leeds United","Eng","1-0","INTER-CITIES FAIRS CUP","Quarter Finals","1967"
"210","Bologna","Ita","Leeds United","Eng","0-1","INTER-CITIES FAIRS CUP","Quarter Finals","1967"
"211","Eintracht Frankfurt","Ger","Dinamo Zagreb","YUG","3-0","INTER-CITIES FAIRS CUP","Semi Finals","1967"
"212","Eintracht Frankfurt","Ger","Dinamo Zagreb","YUG","0-4","INTER-CITIES FAIRS CUP","Semi Finals","1967"
"213","Leeds United","Eng","Kilmarnock","Sco","4-2","INTER-CITIES FAIRS CUP","Semi Finals","1967"
"214","Leeds United","Eng","Kilmarnock","Sco","0-0","INTER-CITIES FAIRS CUP","Semi Finals","1967"
"215","Dinamo Zagreb","YUG","Leeds United","Eng","2-0","INTER-CITIES FAIRS CUP","Final","1967"
"216","Dinamo Zagreb","YUG","Leeds United","Eng","0-0","INTER-CITIES FAIRS CUP","Final","1967"
